"title,","doi,",authors
Pairwise Sample Complexity for Fair Active Ranking with Cascaded Norm Objectives,https://doi.org/10.1145/3711896.3737072,"Sruthi Gorantla (Computer Science and Automation, Indian Institute of Science); Sara Ahmadian (Google Research)"
Paper-Level Computerized Adaptive Testing for High-Stakes Examination via Multi-Objective Optimization,https://doi.org/10.1145/3711896.3737073,Mingjia Li (East China Normal University); Junkai Tong (East China Normal University); Yiyang Huang (East China Normal University); Yifei Ding (East China Normal University); Hong Qian (East China Normal University); Aimin Zhou (East China Normal University)
PARSIFAL: Private and Robust Sign Federated Learning,https://doi.org/10.1145/3711896.3737074,"Runze Lei (MoE Key Lab for Intelligent Networks and Network Security, Xi’an Jiaotong University); Pinghui Wang (Xi’an Jiaotong University); Juxiang Zeng (XJTU, Xi’an Jiaotong University); Chenxu Wang (School of Software Engineering, Xi’an Jiaotong University); Hongbin Pei (School of Cyber Science and Engineering, Xi’an Jiaotong University); Junzhou Zhao (Cyber Science, Xi’an Jiaotong University)"
Partition-wise Graph Filtering: A Unified Perspective Through the Lens of Graph Coarsening,https://doi.org/10.1145/3711896.3737075,Guoming Li (Mohamed bin Zayed University of Artificial Intelligence); Jian Yang (University of Chinese Academy of Sciences); Yifan Chen (Hong Kong Baptist University)
Paths to Causality: Finding Informative Subgraphs Within Knowledge Graphs for Knowledge-Based Causal Discovery,https://doi.org/10.1145/3711896.3737076,"Yuni Susanti (Fujitsu Limited); Michael Färber (ScaDS.AI, TU Dresden)"
PDMC: Generating Feasible Algorithmic Recourse via Perturbation Data Manifold Constraint,https://doi.org/10.1145/3711896.3737077,Zimu Wang (Tsinghua University); Hao Zou (Tsinghua University); Han Yu (Tsinghua University); Shaohua Fan (Tsinghua University); Haotian Wang (National University of Defense Technology); Yue He (Renmin University of China); Peng Cui (Tsinghua University)
Performative Time-Series Forecasting,https://doi.org/10.1145/3711896.3737078,"Zhiyuan Zhao (College of Computing, Georgia Institute of Technology); Haoxin Liu (College of Computing, Georgia Institute of Technology); Alexander Rodríguez (Computer Science and Engineering, University of Michigan); B. Aditya Prakash (College of Computing, Georgia Institute of Technology)"
PERSCEN: Learning Personalized Interaction Pattern and Scenario Preference for Multi-Scenario Matching,https://doi.org/10.1145/3711896.3737079,"Haotong Du (School of Computer Science, Northwestern Polytechnical University); Yaqing Wang (Artificial Intelligence and Machine Learning, Beijing Institute of Mathematical Sciences and Applications); Fei Xiong (Meituan); Lei Shao (Meituan); Ming Liu (Meituan); Hao Gu (DianPing, Meituan); Quanming Yao (Tsinghua University); Zhen Wang (School of Cybersecurity, Northwestern Polytechnical University)"
Persona Identification in E-Commerce with Scarce Labels and In-Context Graph Learning,https://doi.org/10.1145/3711896.3737080,"Anjali Gupta (Computer Science and Engineering, Indian Institute of Technology Delhi); Prashant Kumar (School of Infomation Technology, Indian Institute of Technology Delhi); Aniket Mishra (Computer Science and Engineering, Indian Institute of Technology Delhi); Abhishek Singh (Data Science, Flipkart Internet Pvt Ltd); Surender Kumar (Data Science, Flipkart Internet Pvt Ltd); Muthusamy Chelliah (Data Science, Flipkart Internet Pvt Ltd); Abhijnan Chakraborty (Computer Science and Engineering, Indian Institute of Technology Kharagpur); Sayan Ranu (Computer Science and Engineering, Indian Institute of Technology Delhi)"
Physics-Guided Learning of Meteorological Dynamics for Weather Downscaling and Forecasting,https://doi.org/10.1145/3711896.3737081,"Yingtao Luo (Carnegie Mellon University); Shikai Fang (Microsoft Research Asia); Binqing Wu (Zhejiang University); Qingsong Wen (Squirrel Ai Learning); Liang Sun (DAMO Academy, Alibaba Group)"
Player-Team Heterogeneous Interaction Graph Transformer for Soccer Outcome Prediction,https://doi.org/10.1145/3711896.3737082,"Lintao Wang (School of Computer Science, The University of Sydney); Shiwen Xu (The University of Sydney); Michael Horton (Stats Perform Limited); Joachim Gudmundsson (School of Computer Science, The University of Sydney); Zhiyong Wang (School of Computer Science, The University of Sydney)"
PMKLC: Parallel Multi-Knowledge Learning-based Lossless Compression for Large-Scale Genomics Database,https://doi.org/10.1145/3711896.3737083,"Hui Sun (College of C.S., Nankai University,College of CCSD, Nanyang Technological University); Yanfeng Ding (College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University); Liping Yi (College of C.S., Nankai University,College of CCSD, Nanyang Technological University); Huidong Ma (College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University); Gang Wang (College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University); Xiaoguang Liu (College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University); Cheng Zhong (School of Computer, Electronics and Information, Guangxi University); Wentong Cai (College of CCSD, Nanyang Technological University)"
Position-Aware Neighbor Aggregation for Dynamic Link Prediction,https://doi.org/10.1145/3711896.3737084,"Yumeng Zhou (CCSE Lab, Beihang University); Mingzhe Liu (CCSE Lab, Beihang University); Leilei Sun (CCSE Lab, Beihang University); Yifei Huang (CCSE Lab, Beihang University); Liangzhe Han (CCSE Lab, Beihang University); Chuanren Liu (The University of Tennessee); Tongyu Zhu (CCSE Lab, Beihang University)"
PPA-Game: Characterizing and Learning Competitive Dynamics Among Online Content Creators,https://doi.org/10.1145/3711896.3737085,"Renzhe Xu (MoE Key Laboratory of Interdisciplinary Research of Computation and Economics, ITCS, Shanghai University of Finance and Economics); Haotian Wang (College of Computer Science and Technology, National University of Defense Technology); Xingxuan Zhang (Department of Computer Science and Technology, Tsinghua University); Bo Li (School of Economics and Management, Tsinghua University); Peng Cui (Department of Computer Science and Technology)"
Position-Aware Neighbor Aggregation for Dynamic Link Prediction,https://doi.org/10.1145/3711896.3737084,"C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University; Liping Yi (College of C.S., Nankai University,College of CCSD, Nanyang Technological University); Huidong Ma (College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University); Gang Wang (College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University); Xiaoguang Liu (College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University); Cheng Zhong (School of Computer, Electronics and Information, Guangxi University); Wentong Cai (College of CCSD, Nanyang Technological University)"
PPA-Game: Characterizing and Learning Competitive Dynamics Among Online Content Creators,https://doi.org/10.1145/3711896.3737085,"Yumeng Zhou (CCSE Lab, Beihang University); Mingzhe Liu (CCSE Lab, Beihang University); Leilei Sun (CCSE Lab, Beihang University); Yifei Huang (CCSE Lab, Beihang University); Liangzhe Han (CCSE Lab, Beihang University); Chuanren Liu (The University of Tennessee); Tongyu Zhu (CCSE Lab, Beihang University)"
Practical contextual bandits for large-scale structured discrete constrained optimization problems,https://doi.org/10.1145/3711896.3737086,Pavithra Harsha (IBM Research); Chitra Subramanian (IBM Research); Naoki Abe (IBM Research); Shivaram Subramanian (IBM Research); Amadou Ba (IBM Research); Kevin Arturo Fernandez Roman (IBM CIO); Mauricio Longinos Garrido (IBM CIO); Chandrasekhar Narayanaswami (IBM Research)
Predicting the Dynamics of Complex System via Multiscale Diffusion Autoencoder,https://doi.org/10.1145/3711896.3737087,"Ruikun Li (Shenzhen International Graduate School, Tsinghua University); Jingwen Cheng (Department of Electronic Engineering BNRist, Tsinghua University); Huandong Wang (Department of Electronic Engineering BNRist, Tsinghua University); Qingmin Liao (Shenzhen International Graduate School, Tsinghua University); Yong Li (Department of Electronic Engineering BNRist, Tsinghua University)"
Preference-Optimized Retrieval and Ranking for Efficient Multimodal Recommendation,https://doi.org/10.1145/3711896.3737088,Zhenrui Yue (University of Illinois Urbana-Champaign); Huimin Zeng (University of Illinois Urbana-Champaign); Yueqi Wang (UC Berkley); Julian McAuley (UC San Diego); Dong Wang (University of Illinois at Urbana-Champaign)
PreGIP: Watermarking the Pretraining of Graph Neural Networks for Deep IP Protection,https://doi.org/10.1145/3711896.3737089,"Enyan Dai (AI Thrust, HKUST (GZ)); Minhua Lin (College of Information Sciences and Technology, Pennsylvania State University); Suhang Wang (College of Information Sciences and Technology, Pennsylvania State University)"
Progressive Stacking for Scalable Graph Condensation,https://doi.org/10.1145/3711896.3737090,"Yibing Bai (Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education); Min Gao (Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education); Zongwei Wang (Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education); Xinyi Gao (University of Queensland); Wentao Li (University of Leicester)"
Prompt as a Double-Edged Sword: A Dynamic Equilibrium Gradient-Assigned Attack against Graph Prompt Learning,https://doi.org/10.1145/3711896.3737091,"Ju Jia (School of Cyber Science and Engineering, Southeast University,Engineering Research Center of Blockchain Application, Supervision and Management (Southeast University), Ministry of Education); Jingxuan Yu (School of Cyber Science and Engineering, Southeast University); Di Wu (School of Mathematics, Physics and Computing, University of Southern Queensland); Cong Wu (Department of Electrical and Electronic Engineering, University of Hong Kong); Hengjie Zhu (University of the Chinese Academy of Sciences); Lina Wang (Wuhan University)"
Proximity Matters: Local Proximity Enhanced Balancing for Treatment Effect Estimation,https://doi.org/10.1145/3711896.3737092,"Hao Wang (Zhejiang University); Zhichao Chen (Zhejiang University); Zhaoran Liu (Zhejiang University); Xu Chen (Gaoling School of Artificial Intelligence, Renmin University of China); Haoxuan Li (Center for Data Science, Peking University); Zhouchen Lin (School of Intelligence Science and Technology, Peking University)"
Proxy-Validated Importance-Aware Federated Sample Selection with Meta Learning,https://doi.org/10.1145/3711896.3737093,"Yan Zhang (Center for Data Science, Zhejiang University); Xiaoye Miao (Center for Data Science, Zhejiang University); Bin Li (Center for Data Science, Zhejiang University); Yangyang Wu (School of Software Technology, Zhejiang University); Yongheng Shang (School of Computer Science and Technology, Zhejiang University)"
PSSketch: Finding Persistent and Sparse Flow with High Accuracy and Efficiency,https://doi.org/10.1145/3711896.3737094,Jiayao Wang (National University of Defense Technology); Qilong Shi (Tsinghua University); Xiyan Liang (Nankai University); Han Wang (Peng Cheng Laboratory); Wenjun Li (Peng Cheng Laboratory); Ziling Wei (National University of Defense Technology); Weizhe Zhang (Harbin Institute of Technology); Shuhui Chen (National University of Defense Technology)
PuzzleTensor: A Method-Agnostic Data Transformation for Compact Tensor Factorization,https://doi.org/10.1145/3711896.3737095,"Yong-chan Park (Dept. of Computer Science and Engineering, Seoul National University); Kisoo Kim (Interdisciplinary Program in Artificial Intelligence, Seoul National University); U Kang (Computer Science and Engineering, Seoul National University)"
Quantizing Text-attributed Graphs for Semantic-Structural Integration,https://doi.org/10.1145/3711896.3737096,Jianyuan Bo (Singapore Management University); Hao Wu (Beijing Normal University); Yuan Fang (Singapore Management University)
Quick Draw Bandits: Quickly Optimizing in Nonstationary Environments with Extremely Many Arms,https://doi.org/10.1145/3711896.3737097,Derek Everett (Booz Allen Hamilton); Fred Lu (Booz Allen Hamilton); Edward Raff (Booz Allen Hamilton); Fernando Camacho (Laboratory for Physical Sciences); James Holt (Laboratory for Physical Sciences)
Range-limited Augmentation for Few-shot Learning in Tabular Data with Comprehensive Benchmark,https://doi.org/10.1145/3711896.3737098,"Kyungeun Lee (Data Intelligence Lab, LG AI Research); Moonjung Eo (Data Intelligence Lab, LG AI Research); Hye-Seung Cho (Data intelligence Lab, LG AI Research); Min-Kook Suh (Data Intelligence Lab, LG AI Research); Seoyoon Kim (Data Intelligence Lab, LG AI Research); Ye Seul Sim (Data Intelligence Lab, LG AI Research); Suhee Yoon (Data Intelligence Lab, LG AI Research); Sanghyu Yoon (Data Intelligence Lab, LG AI Research); Woohyung Lim (Applied AI Research Group, LG AI Research)"
"Rank It, Then Ask It: Input Reranking for Maximizing the Performance of LLMs on Symmetric Tasks",https://doi.org/10.1145/3711896.3737099,Mohsen Dehghankar (University of Illinois Chicago); Abolfazl Asudeh (University of Illinois Chicago)
READ: Robust and Efficient Anomaly Detection under Data Contamination and Limited Supervision,https://doi.org/10.1145/3711896.3737100,"Hongzhe Shou (School of Data Science & Engineering, East China Normal University); Guanyu Lu (School of Data Science & Engineering, East China Normal University); Martin Pavlovski (Samsung Ads, Samsung Electronics America); Fang Zhou (School of Data Science & Engineering, East China Normal University)"
REDEEMing Modality Information Loss: Retrieval-Guided Conditional Generation for Severely Modality Missing Learning,https://doi.org/10.1145/3711896.3737101,"Jian Lang (University of Electronic Science and Technology of China); Rongpei Hong (University of Electronic Science and Technology of China); Zhangtao Cheng (University of Electronic Science and Technology of China); Ting Zhong (University of Electronic Science and Technology of China); Yong Wang (Aiwen Tech,Hong Kong University of Science and Technology); Fan Zhou (University of Electronic Science and Technology of China,Key Laboratory of Intelligent Digital Media Technology of Sichuan Province)"
Refining Labeling Functions with Limited Labeled Data,https://doi.org/10.1145/3711896.3737102,Chenjie Li (University of Illinois at Chicago); Amir Gilad (Hebrew University); Boris Glavic (University of Illinois at Chicago); Zhengjie Miao (Simon Fraser University); Sudeepa Roy (Duke University)
Rethinking Learner Modeling: A Feedback-Centric Cognitive Disentanglement Perspective,https://doi.org/10.1145/3711896.3737103,"Xiaoshan Yu (School of Artificial Intelligence, Anhui University); Shangshang Yang (School of Computer Science and Technology, Anhui University); Jian Li (School of Artificial Intelligence, Anhui University); Ziwen Wang (School of Computer Science and Technology, Anhui University); Chuan Qin (Computer Network Information Center, Chinese Academy of Sciences,University of Chinese Academy of Sciences); Haiping Ma (State Key Laboratory of Opto-Electronic Information Acquisition and Protection Technology, Anhui University,Institutes of Physical Science and Information Technology, Anhui University); Xingyi Zhang (School of Computer Science and Technology, Anhui University)"
Retrieving Intent-covering Demonstrations for Clarification Generation in Conversational Search Systems,https://doi.org/10.1145/3711896.3737104,"Ziliang Zhao (Gaoling School of Artificial Intelligence, Renmin University of China); Changle Qu (Gaoling School of Artificial Intelligence, Renmin University of China); Zhicheng Dou (Gaoling School of Artificial Intelligence, Renmin University of China); Haonan Chen (Gaoling School of Artificial Intelligence, Renmin University of China); Jiajie Jin (Gaoling School of Artificial Intelligence, Renmin University of China)"
Revisiting Clustering of Neural Bandits: Selective Reinitialization for Mitigating Loss of Plasticity,https://doi.org/10.1145/3711896.3737105,"Zhiyuan Su (Gaoling School of Artificial Intelligence, Renmin University of China); Sunhao Dai (Gaoling School of Artificial Intelligence, Renmin University of China); Xiao Zhang (Gaoling School of Artificial Intelligence, Renmin University of China)"
Revisiting Feature Interactions from the Perspective of Quadratic Neural Networks for Click-through Rate Prediction,https://doi.org/10.1145/3711896.3737106,Honghao Li (Anhui University); Yiwen Zhang (Anhui University); Yi Zhang (Anhui University); Lei Sang (Anhui University); Jieming Zhu (Huawei Noah’s Ark Lab)
Revisiting Graph Adversarial Attack: A Perspective of Budget Optimization,https://doi.org/10.1145/3711896.3737107,"Xiangchao Wen (School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC)); Zhen Liu (School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC)); Yuxin You (School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC))"
Revisiting Self-Attention for Cross-Domain Sequential Recommendation,https://doi.org/10.1145/3711896.3737108,Clark Mingxuan Ju (Snap Inc.); Leonardo Neves (Snap Inc.); Bhuvesh Kumar (Snap Inc.); Liam Collins (Snap Inc.); Tong Zhao (Snap Inc.); Yuwei Qiu (Snap Inc.); Qing Dou (Snap Inc.); Sohail Nizam (Snap Inc.); Sen Yang (Snap Inc.); Neil Shah (Snap Inc.)
Rewarding Graph Reasoning Process makes LLMs more Generalized Reasoners,https://doi.org/10.1145/3711896.3737109,Miao Peng (The Hong Kong University of Science and Technology (Guangzhou)); Nuo Chen (The Hong Kong University of Science and Technology (Guangzhou)); Zongrui Suo (The Hong Kong University of Science and Technology (Guangzhou)); Jia Li (The Hong Kong University of Science and Technology (Guangzhou))
Robust and Explainable Detector of Time Series Anomaly via Augmenting Multiclass Pseudo-Anomalies,https://doi.org/10.1145/3711896.3737110,"Kohei Obata (SANKEN, University of Osaka); Yasuko Matsubara (SANKEN, University of Osaka); Yasushi Sakurai (SANKEN, University of Osaka)"
Robust Data-Driven Auction Design,https://doi.org/10.1145/3711896.3737111,"Qilong Lin (School of Computer Science, Shanghai Jiao Tong University); Yangsu Liu (Alimama, Alibaba Group); Dagui Chen (Alimama, Alibaba Group); Zhenzhe Zheng (School of Computer Science, Shanghai Jiaotong University); Jian Xu (Alimama, Alibaba Group); Bo Zheng (Alibaba Group); Fan Wu (School of Computer Science, Shanghai Jiao Tong University); Guihai Chen (Department of Computer Science, Shanghai Jiao Tong University)"
Robust Tree-based Learned Vector Index with Query-aware Repartitioning,https://doi.org/10.1145/3711896.3737112,"Wenqing Wei (University of Science and Technology of China,State Key Laboratory of Cognitive Intelligence); Defu Lian (University of Science and Technology of China,State Key Laboratory of Cognitive Intelligence); Qingshuai Feng (Great Bay University); Yongji Wu (University of California, Berkeley)"
Robustness Evaluation of Graph-based News Detection Using Network Structural Information,https://doi.org/10.1145/3711896.3737113,"Xianghua Zeng (State Key Laboratory of Software Development Environment, Beihang University); Hao Peng (State Key Laboratory of Software Development Environment, Beihang University); Angsheng Li (State Key Laboratory of Software Development Environment, Beihang University)"
S3GA: Towards Scalable Self-Supervised Learning for Large Scale Graph Alignment,https://doi.org/10.1145/3711896.3737114,"Wenqi Guo (School of Computer Science, Shanghai Jiao Tong University); Shikui Tu (School of Computer Science, Shanghai Jiao Tong University); Lei Xu (School of Computer Science, Shanghai Jiao Tong University,Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ))"
SAGE: Scale-Aware Gradual Evolution for Continual Knowledge Graph Embedding,https://doi.org/10.1145/3711896.3737115,"Yifei Li (School of Computer Science and Technology, Xi’an Jiaotong University,Zhongguancun Academy); Lingling Zhang (School of Computer Science and Technology, Xi’an Jiaotong University); Hang Yan (School of Computer Science and Technology, Xi’an Jiaotong University); Tianzhe Zhao (School of Computer Science and Technology, Xi’an Jiaotong University); Zihan Ma (School of Computer Science and Technology, Xi’an Jiaotong University); Muye Huang (School of Computer Science and Technology, Xi’an Jiaotong University,Zhongguancun Academy); Jun Liu (School of Computer Science and Technology, Xi’an Jiaotong University)"
Sampling-guided Heterogeneous Graph Neural Network with Temporal Smoothing for Scalable Longitudinal Data Imputation,https://doi.org/10.1145/3711896.3737116,"Zhaoyang Zhang (School of Statistics, East China Normal University); Ziqi Chen (School of Statistics, East China Normal University); Qiao Liu (Department of Statistics, Stanford University); Jinhan Xie (Yunnan Key Laboratory of Statistical Modeling and Data Analysis, Yunnan University); Hongtu Zhu (Department of Biostatistics, Statistics, Computer Science and Genetics, University of North Carolina at Chapel Hill)"
Scaling Transformers for Discriminative Recommendation via Generative Pretraining,https://doi.org/10.1145/3711896.3737117,Chunqi Wang (Alibaba International Digital Commercial Group); Bingchao Wu (Alibaba International Digital Commercial Group); Zheng Chen (Alibaba International Digital Commercial Group); Lei Shen (Alibaba International Digital Commercial Group); Bing Wang (Alibaba International Digital Commercial Group); Xiaoyi Zeng (Alibaba International Digital Commercial Group)
Score-based Generative Modeling for Conditional Independence Testing,https://doi.org/10.1145/3711896.3737118,"Yixin Ren (Fudan University); Chenghou Jin (Fudan university); Yewei Xia (Fudan University); Li Ke (Alibaba Group); Longtao Huang (Alibaba Group); Hui Xue (Alibaba Group); Hao Zhang (SIAT, Chinese Academy of Sciences); Jihong Guan (Tongji University); Shuigeng Zhou (Fudan University)"
SDE: A Simplified and Disentangled Dependency Encoding Framework for State Space Models in Time Series Forecasting,https://doi.org/10.1145/3711896.3737119,"Zixuan Weng (The Hong Kong University of Science and Technology (Guangzhou)); Jindong Han (Academy of Interdisciplinary Studies, The"
Restoration and Spatial Rewiring for Source-Free Multivariate Time Series Domain Adaptation,https://doi.org/10.1145/3711896.3737150,"Peiliang Gong (Nanjing University of Aeronautics and Astronautics); Yucheng Wang (Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR),Nanyang Technological University); Min Wu (Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR)); Zhenghua Chen (Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR),Centre for Frontier AI Research, Agency for Science Technology and Research (A*STAR)); Xiaoli Li (Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR),Centre for Frontier AI Research, Agency for Science Technology and Research (A*STAR)); Daoqiang Zhang (Nanjing University of Aeronautics and Astronautics)"
Test-Time Training with Diversified Local Aggregation Consistency for Mortality Prediction using Clinical Time Series,https://doi.org/10.1145/3711896.3737151,"Jingwen Xu (Department of Computer Science, Hong Kong Baptist University); Fei Lyu (Department of Computer Science, Hong Kong Baptist University); Pong C. Yuen (Department of Computer Science, Hong Kong Baptist University)"
The Adaptive Use of Count-Min Sketch: What is Safe and What is Not?,https://doi.org/10.1145/3711896.3737152,Dragos-Florian Ristache (Boston University); Krzysztof Onak (Boston University)
The Expressibility of Polynomial based Attention Scheme,https://doi.org/10.1145/3711896.3737153,"Zhao Song (University of California, Berkeley); Chongxi Wang (GMPT, Tiktok); Guangyi Xu (University of Virginia, Charlottesville); Junze Yin (Department of Computer Science, Rice University)"
THEMES: An Offline Apprenticeship Learning Framework for Evolving Reward Functions,https://doi.org/10.1145/3711896.3737154,Xi Yang (IBM Research); Md Mirajul Islam (North Carolina State University); Ge Gao (Stanford University); Min Chi (North Carolina State University)
TIDFormer: Exploiting Temporal and Interactive Dynamics Makes A Great Dynamic Graph Transformer,https://doi.org/10.1145/3711896.3737155,Jie Peng (Renmin University of China); Zhewei Wei (Renmin University of China); Yuhang Ye (Huawei)
Time Matters: Enhancing Sequential Recommendations with Time-Guided Graph Neural ODEs,https://doi.org/10.1145/3711896.3737156,Haoyan Fu (Beijing Institute of Technology); Zhida Qin (Beijing Institute of Technology); Shixiao Yang (Beijing Institute of Technology); Haoyao Zhang (Beijing Institute of Technology); Bin Lu (Shanghai Jiao Tong University); Shuang Li (Beihang University); Tianyu Huang (Beijing Institute of Technology); John C.S. Lui (The Chinese University of Hong Kong)
TimeCapsule: Solving the Jigsaw Puzzle of Long-Term Time Series Forecasting with Compressed Predictive Representations,https://doi.org/10.1145/3711896.3737157,"Yihang Lu (Hefei Institutes of Physical Science, Chinese Academy of Sciences,University of Science and Technology of China); Yangyang Xu (Hefei Institutes of Physical Science, Chinese Academy of Sciences,University of Science and Technology of China); Qitao Qin (University of Science and Technology of China); Xianwei Meng (Hefei Institutes of Physical Science, Chinese Academy of Sciences)"
Toast: Task-Oriented Multi-dimensional Augmentation for Spatio-Temporal Trajectory Data,https://doi.org/10.1145/3711896.3737158,Junhao Zhu (Zhejiang University); Tao Wang (Zhejiang University); Lu Chen (Zhejiang University); Ziquan Fang (Zhejiang University); Yunjun Gao (Zhejiang University); Tianyi Li (Aalborg University)
ToolSQL: A Tool-Assisted Agent for SQL Verification and Refinement,https://doi.org/10.1145/3711896.3737159,"Zhongyuan Wang (CCSE, Beihang University); Richong Zhang (CCSE, Beihang University); Zhijie Nie (CCSE, Beihang University); Jaein Kim (CCSE, Beihang University)"
Toward End-to-End Bearing Fault Diagnosis for Industrial Scenarios with Spiking Neural Networks,https://doi.org/10.1145/3711896.3737160,"Lin Zuo (School of Information and Software Engineering, University of Electronic Science and Technology of China); Yongqi Ding (School of Information and Software Engineering, University of Electronic Science and Technology of China); Mengmeng Jing (School of Information and Software Engineering, University of Electronic Science and Technology of China); Kunshan Yang (School of Information and Software Engineering, University of Electronic Science and Technology of China); Biao Chen (School of Information and Software Engineering, University of Electronic Science and Technology of China); Yunqian Yu (School of Information and Software Engineering, University of Electronic Science and Technology of China)"
Towards Collaborative Fairness in Federated Learning Under Imbalanced Covariate Shift,https://doi.org/10.1145/3711896.3737161,Tianrun Yu (The Pennsylvania State University); Jiaqi Wang (The Pennsylvania State University); Haoyu Wang (State University of New York at Albany); Mingquan Lin (University of Minnesota Twin Cities); Han Liu (Dalian University of Technology); Nelson S. Yee (The Pennsylvania State University); Fenglong Ma (The Pennsylvania State University)
Towards Efficient Few-shot Graph Neural Architecture Search via Partitioning Gradient Contribution,https://doi.org/10.1145/3711896.3737162,"Wenhao Song (College of Software, Jilin University); Xuan Wu (College of Computer Science and Technology, Jilin University); Bo Yang (Key Laboratory of Symbolic Computation and knowledge Engineering of Ministry of Education, Jilin University); You Zhou (College of Software, Jilin University); Yubin Xiao (College of Computer Science and Technology, Jilin University); Yanchun Liang (School of Computer Science, Zhuhai College of Science and Technology); Hongwei Ge (College of Computer Science and Technology, Dalian University of Technology); Heow Pueh Lee (Mechanical Engineering, National University of Singapore); Chunguo Wu (College of Computer Science and Technology, Jilin University)"
Towards Interpretable Drug-Drug Interaction Prediction: A Graph-Based Approach with Molecular and Network-Level Explanations,https://doi.org/10.1145/3711896.3737163,"Mengjie Chen (Data Science Institute, School of Mathematics, Shandong University); Ming Zhang (Academy of Mathematics and Systems Science, Chinese Academy of Sciences); Cunquan Qu (Data Science Institute, Shandong University)"
Towards Trajectory Anomaly Detection: a Fine-Grained and Noise-Resilient Framework,https://doi.org/10.1145/3711896.3737164,"Wei Shao (School of Software, Zhejiang University); Ziquan Fang (School of Software, Zhejiang University); Lu Chen (School of Computer Science, Zhejiang University); Yunjun Gao (School of Computer Science, Zhejiang University)"
Track and Tweak: Monitoring and Improving Group Fairness for Temporal Graph Neural Networks in Real Time,https://doi.org/10.1145/3711896.3737165,Zixing Song (University of Cambridge); Muzhi Li (The Chinese University of Hong Kong); Yifei Zhang (Nanyang Technological University); Irwin King (The Chinese University of Hong Kong); José Miguel Hernández-Lobato (University of Cambridge)
Training Data Attribution: Was Your Model Secretly Trained On Data Created By Mine?,https://doi.org/10.1145/3711896.3737166,"Likun Zhang (State Key Laboratory of Cyberspace Security Defense,Institute of Information Engineering, Chinese Academy of Sciences); Hao Wu (National Key Lab for Novel Software Technology, Nanjing University); Lingcui Zhang (State Key Laboratory of Cyberspace Security Defense,Institute of Information Engineering, Chinese Academy of Sciences); Fengyuan Xu (National Key Lab for Novel Software Technology, Nanjing University); Jin Cao (School of Cyber Engineering, Xidian University); Fenghua Li (State Key Laboratory of Cyberspace Security Defense,Institute of Information Engineering, Chinese Academy of Sciences); Ben Niu (State Key Laboratory of Cyberspace Security Defense,Institute of Information Engineering, Chinese Academy of Sciences)"
Truss-based Why-not Community Search,https://doi.org/10.1145/3711896.3737167,"Huan Xie (Zhejiang University); Qing Liu (Zhejiang University); Chengyang Luo (Zhejiang University); Yuhan Zhou (Zhejiang University); Yunjun Gao (Zhejiang University,Zhejiang Key Laboratory of Big Data Intelligent Computing)"
Understanding and Tackling Over-Dilution in Graph Neural Networks,https://doi.org/10.1145/3711896.3737168,"Junhyun Lee (Computer Science & Engineering, Korea University); Veronika Thost (AI, IBM Research); Bumsoo Kim (Chung-Ang University); Jaewoo Kang (Computer Science and Engineering, Korea University); Tengfei Ma (Biomedical Informatics, State University of New York at Stony Brook)"
Understanding Why Large Language Models Can Be Ineffective in Time Series Analysis: The Impact of Modality Alignment,https://doi.org/10.1145/3711896.3737169,Liangwei Nathan Zheng (The University of Adelaide); Chang Dong (The University of Adelaide); Wei Emma Zhang (The University of Adelaide); Lin Yue (The University of Adelaide); Miao Xu (The University of Queensland); Olaf Maennel (The University of Adelaide); Weitong Chen (The University of Adelaide)
UnG-MoCha: Neural Motif Counting in Uncertain Graphs,https://doi.org/10.1145/3711896.3737170,"Lujie Ban (School of Data Science, The Chinese University of Hong Kong, Shenzhen); Xiaolin Han (School of Computer Science, Northwestern Polytechnical University); Jinyang Li (Department of Computer Science, The University of Hong Kong); Chenhao Ma (School of Data Science, The Chinese University of Hong Kong, Shenzhen)"
