"title,","doi,",authors
Combining Denoised Neural Network and Genetic Symbolic Regression for Memory Behavior Modeling via Dynamic Asynchronous Optimization,https://doi.org/10.1145/3711896.3736886,"Jianwen Sun (Faculty of Artificial Intelligence in Education, Central China Normal University); Qirong Chen (Faculty of Artificial Intelligence in Education, Central China Normal University); Zhenya Huang (School of Computer Science and Technology, University of Science and Technology of China); Zhihai Hu (Faculty of Artificial Intelligence in Education, Central China Normal University); Ruxia Liang (School of Computer Science, Central China Normal University); Xiaoxuan Shen (Faculty of Artificial Intelligence in Education, Central China Normal University)"
CompilerDream: Learning a Compiler World Model for General Code Optimization,https://doi.org/10.1145/3711896.3736887,"Chaoyi Deng (School of Software, BNRist, Tsinghua University); Jialong Wu (School of Software, BNRist, Tsinghua University); Ningya Feng (School of Software, BNRist, Tsinghua University); Jianmin Wang (School of Software, BNRist, Tsinghua University); Mingsheng Long (School of Software, BNRist, Tsinghua University)"
CompressGNN: Accelerating Graph Neural Network Training via Hierarchical Compression,https://doi.org/10.1145/3711896.3736888,"Zheng Chen (Tsinghua University,Renmin University of China); Feng Zhang (Renmin University of China); Yifei Xia (Peking University); Wentao Zhang (Peking University); Xiaowei Zhu (Tsinghua University); Wenguang Chen (Tsinghua University); Xiaoyong Du (Renmin University of China)"
Compressive Meta-Learning,https://doi.org/10.1145/3711896.3736889,"Daniel Mas Montserrat (Stanford University); David Bonet (University of California, Santa Cruz); Maria Perera (Polytechnic University of Catalonia); Xavier Giró-i-Nieto (Polytechnic University of Catalonia); Alexander Ioannidis (University of California, Santa Cruz)"
Context Pooling: Query-specific Graph Pooling for Generic Inductive Link Prediction in Knowledge Graphs,https://doi.org/10.1145/3711896.3736890,"Zhixiang Su (College of Computing and Data Science, Nanyang Technological University); Di Wang (College of Computing and Data Science, Nanyang Technological University); Chunyan Miao (College of Computing and Data Science, Nanyang Technological University)"
Continuous Optimization for Feature Selection with Permutation-Invariant Embedding and Policy-Guided Search,https://doi.org/10.1145/3711896.3736891,Rui Liu (University of Kansas); Rui Xie (University of Central Florida); Zijun Yao (University of Kansas); Yanjie Fu (Arizona State University); Dongjie Wang (University of Kansas)
Contrastive Graph Condensation: Advancing Data Versatility through Self-Supervised Learning,https://doi.org/10.1145/3711896.3736892,Xinyi Gao (The University of Queensland); Yayong Li (The University of Queensland); Tong Chen (The University of Queensland); Guanhua Ye (Beijing University of Posts and Telecommunications); Wentao Zhang (Peking University); Hongzhi Yin (The University of Queensland)
Contrastive Text-enhanced Transformer for Cross-Domain Sequential Recommendation,https://doi.org/10.1145/3711896.3736893,"Donglin Zhou (College of Computer Science and Software Engineering, Shenzhen University); Xinbei Cai (College of Computer Science and Software Engineering, Shenzhen University); Weike Pan (College of Computer Science and Software Engineering, Shenzhen University)"
Cooled-KLL: Enhancing Quantile Estimation by Filtering Hot Item,https://doi.org/10.1145/3711896.3736894,"Qilong Shi (Department of Computer Science and Technology, Tsinghua University); Wei Zhou (Electrical and Computer Engineering, University of Southern California); Yizhuo Zheng (School of Mathmatics Science, Peking University); Xinye Xu (School of Electronic Engineering and Computer Science, Peking University); Ting Yang (School of Information and Communication Engineering, Beijing University of Posts and Telecommunications); Yuanyuan Zhang (Research department, Zhongguancun Laboratory); Long Yao (Zhongguancun Laboratory); Yangyang Wang (Institute for Network Sciences and Cyberspace, Tsinghua University); Mingwei Xu (Computer Science and Technology, Tsinghua University)"
Counterfactual Fairness Through Transforming Data Orthogonal to Bias,https://doi.org/10.1145/3711896.3736895,"Shuyi Chen (Heinz College of Information Systems and Public Policy, Carnegie Mellon University); Shixiang Zhu (Heinz College of Information Systems and Public Policy, Carnegie Mellon University)"
"CovDocker: Benchmarking Covalent Drug Design with Tasks, Datasets, and Solutions",https://doi.org/10.1145/3711896.3736896,Yangzhe Peng (Huazhong University of Science and Technology); Kaiyuan Gao (Huazhong University of Science and Technology); Liang He (Microsoft Research AI for Science); Yuheng Cong (Huazhong University of Science and Technology); Haiguang Liu (Microsoft Research AI for Science); Kun He (Huazhong University of Sceince and Technology); Lijun Wu (Shanghai Artificial Intelligence Laboratory)
Cross-Platform Online Team Formation in Spatial Crowdsourcing,https://doi.org/10.1145/3711896.3736897,Xiaoxi Cui (Beijing Institute of Technology); Yurong Cheng (Beijing Institute of Technology); Xiangmin Zhou (Royal Melbourne Institute of Technology); Yongjiao Sun (Northeastern University)
Cross-Validation for Longitudinal Datasets with Unstable Correlations,https://doi.org/10.1145/3711896.3736898,Meera Krishnamoorthy (University of Michigan – Ann Arbor); Michael Sjoding (University of Michigan – Ann Arbor); Jenna Wiens (University of Michigan – Ann Arbor)
CrossLinear: Plug-and-Play Cross-Correlation Embedding for Time Series Forecasting with Exogenous Variables,https://doi.org/10.1145/3711896.3736899,"Pengfei Zhou (University of Science and Technology of China); Yunlong Liu (University of Science and Technology of China); Junli Liang (University of Science and Technology of China); Qi Song (University of Science and Technology of China,Deqing Alpha Innovation Institute); Xiangyang Li (University of Science and Technology of China,Deqing Alpha Innovation Institute)"
CryptoMixer: Fine-grained market information-aware MLP Networks for Individual Cryptocurrency Trading Prediction,https://doi.org/10.1145/3711896.3736900,"Tingsheng Feng (School of Management, Xi’an Jiaotong University); Zhihao Shen (School of Cyber Science and Engineering, Xi’an Jiaotong University); Xi Zhao (School of Management, Xi’an Jiaotong University); Xiaoni Lu (Shool of Management, Xi’an Jiaotong University); Yuyang Zhou (School of Mathematics and Statistics, Xi’an Jiaotong University)"
Cuff-KT: Tackling Learners’ Real-time Learning Pattern Adjustment via Tuning-Free Knowledge State Guided Model Updating,https://doi.org/10.1145/3711896.3736901,Yiyun Zhou (Zhejiang University); Zheqi Lv (Zhejiang University); Shengyu Zhang (Zhejiang University); Jingyuan Chen (Zhejiang University)
Depth-Adaptive Graph Neural Networks via Learnable Bakry-Émery Curvature,https://doi.org/10.1145/3711896.3736905,"Asela Hevapathige (School of Computing, Australian National University); Ahad N. Zehmakan (School of Computing, Australian National University); Qing Wang (School of Computing, Australian National"
Learning to Slice: Self-Supervised Interpretable Hierarchical Representation Learning with Graph Auto-Encoder Tree,https://doi.org/10.1145/3711896.3737023,"Jinning Li, Ruipeng Han, Jingying Zeng, Dachun Sun, Chenkai Sun, Hanghang Tong, ChengXiang Zhai, Boleslaw K. Szymanski, Tarek Abdelzaher"
LettinGo: Explore User Profile Generation for Recommendation System,https://doi.org/10.1145/3711896.3737024,"Lu Wang, Di Zhang, Fangkai Yang, Pu Zhao, Jianfeng Liu, Yuefeng Zhan, Hao Sun, Qingwei Lin, Weiwei Deng, Dongmei Zhang, Feng Sun, Qi Zhang"
Leveraging the Power of Conversations: Optimal Key Term Selection in Conversational Contextual Bandits,https://doi.org/10.1145/3711896.3737025,"Maoli Liu, Zhuohua Li, Xiangxiang Dai, John C.S. Lui"
LightKG: Efficient Knowledge-Aware Recommendations with Simplified GNN Architecture,https://doi.org/10.1145/3711896.3737026,"Yanhui Li, Dongxia Wang, Zhu Sun, Haonan Zhang, Huizhong Guo"
LiPM: Foundation Model for Lithium-Ion Battery Analysis,https://doi.org/10.1145/3711896.3737027,"Juren Li, Yang Yang, Hanchen Su, Jiayu Liu, Youmin Chen, Jianfeng Zhang, Lujia Pan"
LitFM: A Retrieval Augmented Structure-aware Foundation Model For Citation Graphs,https://doi.org/10.1145/3711896.3737028,"Jiasheng Zhang, Ali Maatouk, Jialin Chen, Ngoc Bui, Qianqian Xie, Leandros Tassiulas, Hua Xu, Jie Shao, Rex Ying"
LLM2Rec: Large Language Models Are Powerful Embedding Models for Sequential Recommendation,https://doi.org/10.1145/3711896.3737029,"Yingzhi He, Xiaohao Liu, An Zhang, Yunshan Ma, Tat-Seng Chua"
LLMs Are Noisy Oracles! LLM-based Noise-aware Graph Active Learning for Node Classification,https://doi.org/10.1145/3711896.3737030,"Zeang Sheng, Weiyang Guo, Yingxia Shao, Wentao Zhang, Bin Cui"
Local Homophily-Aware Graph Neural Network with Adaptive Polynomial Filters for Scalable Graph Anomaly Detection,https://doi.org/10.1145/3711896.3737031,"Zengyi Wo, Minglai Shao, Shiyu Zhang, Ruijie Wang"
Logical Anomaly Detection with Text-based Logic via Component-Aware Contrastive Language-Image Training,https://doi.org/10.1145/3711896.3737032,"Seung-eon Lee, Soopil Kim, Sion An, Sang-Chul Lee, Sang Hyun Park"
Loss or Gain: Hierarchical Conditional Information Bottleneck Approach for Incomplete Time Series Classification,https://doi.org/10.1145/3711896.3737033,"Shuo Zhang, Jing Wang, Shiqin Nie, Jinghang Yue, Weikang Zhu, Youfang Lin"
Lossless Set Compression by Binary Tree Coding,https://doi.org/10.1145/3711896.3737034,"Longtao Tang, Ying Zhou, Yu Yang"
Lost in Sequence: Do Large Language Models Understand Sequential Recommendation?,https://doi.org/10.1145/3711896.3737035,"Sein Kim, HongSeok Kang, Kibum Kim, Jiwan Kim, Donghyun Kim, Min-Chul Yang, Kwangjin Oh, Julian McAuley, Chanyoung Park"
LSRP: A Leader–Subordinate Retrieval Framework for Privacy-Preserving Cloud–Device Collaboration,https://doi.org/10.1145/3711896.3737036,"Yingyi Zhang, Pengyue Jia, Xianneng Li, Derong Xu, Maolin Wang, Yichao Wang, Zhaocheng Du, Huifeng Guo, Yong Liu, Ruiming Tang, Xiangyu Zhao"
FedGuCci: Making Local Models More Connected in Landscape for Federated Learning,https://doi.org/10.1145/3711896.3737037,"Zexi Li, Jie Lin, Zhiqi Li, Didi Zhu, Tao Shen, Tao Lin, Chao Wu, Nicholas D. Lane"
MapExplorer: New Content Generation from Low-Dimensional Visualizations,https://doi.org/10.1145/3711896.3737038,"Xingjian Zhang, Ziyang Xiong, Shixuan Liu, Yutong Xie, Tolga Ergen, Dongsub Shim, Hua Xu, Honglak Lee, Qiaozhu Mei"
Marionette: Fine-Grained Conditional Generative Modeling of Spatiotemporal Human Trajectory Data Beyond Imitation,https://doi.org/10.1145/3711896.3737039,"Bangchao Deng, Ling Ding, Lianhua Ji, Chunhua Chen, Xin Jing, Bingqing Qu, Dingqi Yang"
Match: A Maximum-Likelihood Approach for Classification under Label Shift,https://doi.org/10.1145/3711896.3737040,"Zahra Donyavi, Feiyu Li, Yunrui Zhang, Diego Furtado Silva, Gustavo Enrique Batista"
Maximum Degree-Based Quasi-Clique Search via an Iterative Framework,https://doi.org/10.1145/3711896.3737041,"Hongbo Xia, Kaiqiang Yu, Shengxin Liu, Cheng Long, Xun Zhou"
MDVT: Enhancing Multimodal Recommendation with Model-Agnostic Multimodal-Driven Virtual Triplets,https://doi.org/10.1145/3711896.3737042,"Jinfeng Xu, Zheyu Chen, Jinze Li, Shuo Yang, Hewei Wang, Yijie Li, Mengran Li, Puzhen Wu, Edith C. H. Ngai"
Measure Domain’s Gap: A Similar Domain Selection Principle for Multi-Domain Recommendation,https://doi.org/10.1145/3711896.3737043,"Yi Wen, Yue Liu, Derong Xu, Huishi Luo, Pengyue Jia, Yiqing Wu, Siwei Wang, Ke Liang, Maolin Wang, Yiqi Wang, Fuzhen Zhuang, Xiangyu Zhao"
Measuring Item Freshness in Data Streams,https://doi.org/10.1145/3711896.3737044,"Zirui Liu, Zihan Jiang, An Zhang, Zhouran Shi, Yuxuan Tian, Tong Yang"
MedDiTPro: A Prompt-Guided Diffusion Transformer for Multimodal Longitudinal Medical Data Synthesis,https://doi.org/10.1145/3711896.3737045,"Yuan Zhong, Xiaochen Wang, Jiaqi Wang, Xiaokun Zhang, Fenglong Ma"
Merlin: Multi-View Representation Learning for Robust Multivariate Time Series Forecasting with Unfixed Missing Rates,https://doi.org/10.1145/3711896.3737046,"Chengqing Yu, Fei Wang, Chuanguang Yang, Zezhi Shao, Tao Sun, Tangwen Qian, Wei Wei, Zhulin An, Yongjun Xu"
Mitigating Data Imbalance in Time Series Classification Based on Counterfactual Minority Samples Augmentation,https://doi.org/10.1145/3711896.3737049,"Lei Wang, Shanshan Huang, Chunyuan Zheng, Jun Liao, Xiaofei Zhu, Haoxuan Li, Li Liu"
Mitigating Source Label Dependency in Time-Series Domain Adaptation under Label Shifts,https://doi.org/10.1145/3711896.3737050,"Jihye Na, Youngeun Nam, Junhyeok Kang"
Equivariant and Invariant Message Passing for Global Subseasonal-to-seasonal Forecasting,https://doi.org/10.1145/3711896.3736939,"Yang Liu (The Hong Kong University of Science and Technology,The Chinese University of Hong Kong); Zinan Zheng (The Hong Kong University of Science and Technology (Guangzhou)); Yu Rong (DAMO Academy, Alibaba Group,Hupan Lab); Deli Zhao (DAMO Academy, Alibaba Group,Hupan Lab); Hong Cheng (The Chinese University of Hong Kong); Jia Li (The Hong Kong University of Science and Technology (Guangzhou))"
Error Bounds for the Network Scale-Up Method,https://doi.org/10.1145/3711896.3736940,"Sergio Díaz-Aranda (IMDEA Networks Institute); Juan Marcos Ramirez (IMDEA Networks Institute); Mohit Daga (Division of Theoretical Computer Science, EECS, KTH Royal Institute of Technology); Jaya Prakash Champati (University of Victoria); Jose Aguilar (IMDEA Networks Institute,Universidad de Los Andes); Rosa Lillo (uc3m-Santander Big Data Institute, Universidad Carlos III de Madrid); Antonio Fernández Anta (IMDEA Software Institute,IMDEA Networks Institute)"
ErrorEraser: Unlearning Data Bias for Improved Continual Learning,https://doi.org/10.1145/3711896.3736941,"Xuemei Cao (School of Computing and Artificial Intelligence, Southwest University of Finance and Economics); Hanlin Gu (WeBank); Xin Yang (School of Computer and Artificial Intelligence, Southwestern University of Finance and Economics); Bingjun Wei (School of Computing Artifical Intelligence, Southwest University of Finance and Economics); Haoyang Liang (School of Computing and Artificial Intelligence, Southwest University of Finance and Economics); Xiangkun Wang (School of Computer and Artificial Intelligence, Southwest University of Finance and Economics); Tianrui Li (School of Computing and Artificial Intelligence, Southwest Jiaotong University)"
ESCFD: Probabilistic Flow Diffusion Model for Accelerated High-Quality Single-Cell RNA-seq Data Synthesis,https://doi.org/10.1145/3711896.3736942,"Shuangyin Li (School of Computer Science, South China Normal University); Jihua Yang (School of Artificial Intelligence, South China Normal University); Yixuan Wang (School of Computer Science, South China Normal University); Shimin Di (School of Computer Science and Engineering, Southeast University); Lei Chen (The Hong Kong University of Science and Technology (Guangzhou))"
Evaluating Generative Models via Cubical Homology based Persistent Entropy,https://doi.org/10.1145/3711896.3736943,"Suryaka Suresh (Computer Science and Engineering Department, Indraprastha Institute of Information Technology Delhi); Vinayak Abrol (Computer Science and Engineering Department, Indraprastha Institute of Information Technology Delhi)"
Evidential Prototype Learning for Semi-supervised Medical Image Segmentation,https://doi.org/10.1145/3711896.3736944,"Yuanpeng He (Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education,School of Computer Science, Peking University); Lijian Li (Department of Computer and Information Science, University of Macau); Tianxiang Zhan (Institute of Fundamental and Frontier Science, University of Electronic Science and Technology of China); Chi-Man Pun (Department of Computer and Information Science, University of Macau); Wenpin Jiao (Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education,School of Computer Science, Peking University); Zhi Jin (Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education,School of Computer Science, Peking University)"
EVINET: Towards Open-World Graph Learning via Evidential Reasoning Network,https://doi.org/10.1145/3711896.3736945,Weijie Guan (Virginia Polytechnic Institute and State University); Haohui Wang (Virginia Polytechnic Institute and State University); Jian Kang (University of Rochester); Lihui Liu (Wayne State University); Dawei Zhou (Virginia Polytechnic Institute and State University)
Experience Speaks Louder: Black-box Hard-label Adversarial Attack through Reinforcement Learning,https://doi.org/10.1145/3711896.3736946,"Yilun Jin (School of Cyber Science and Engineering, Southeast University); Kun Zhu (College of Control Science and Engineering, Zhejiang University); Feng Tang (School of Economics and Management, Southeast University); Jiaxuan Shi (Shanghai Research Institute for Intelligent Autonomous Systems, Tongji University); Yong Chen (School of Information Technology and Artificial Intelligence, Zhejiang University of Finance and Economics)"
Explaining GNN Explanations with Edge Gradients,https://doi.org/10.1145/3711896.3736947,"Jesse He (Halýcýoðlu Data Science Institute, University of California, San Diego); Akbar Rafiey (Computer Science and Engineering, New York University); Gal Mishne (Halýcýoðlu Data Science Institute, University of California, San Diego); Yusu Wang (Halýcýoðlu Data Science Institute, University of California, San Diego)"
Explicit-Implicit Entity Alignment Method in Multi-modal Knowledge Graphs,https://doi.org/10.1145/3711896.3736948,"Luyao Wang (School of Information, Renmin University of China); Chunlai Zhou (School of Information, Renmin University of China); Biao Qin (School of Information, Renmin University of China,The Key Laboratory of Data Engineering and Knowledge Engineering, Ministry of Education)"
Exploiting Student Parallelism for Low-latency GPU Inference of BERT-like Models in Online Services,https://doi.org/10.1145/3711896.3736949,"Weiyan Wang (Tencent,The Hong Kong University of Science and Technology); Yilun Jin (The Hong Kong University of Science and Technology); Yiming Zhang (Shanghai Jiao Tong University); Victor Junqiu Wei (Macau University of Science and Technology); Han Tian (The Hong Kong University of Science and Technology); Li Chen (Zhongguancun Laboratory); Jinbao Xue (Tencent); Yangyu Tao (Tencent); Di Wang (Tencent); Kai Chen (The Hong Kong University of Science and Technology)"
Fair Diversity Maximization with Few Representatives,https://doi.org/10.1145/3711896.3736950,"Florian Adriaens (University of Helsinki, HIIT); Nikolaj Tatti (University of Helsinki, HIIT)"
FairCDR: Transferring Fairness and User Preferences for Cross-Domain Recommendation,https://doi.org/10.1145/3711896.3736951,"Yongxuan Wu (Institute of Information Engineering, Chinese Academy of Sciences,School of Cyber Security, UCAS); Yang Liu (Academy of Mathematics and Systems Science, Chinese Academy of Sciences); Xixun Lin (Institute of Information Engineering, Chinese Academy of Sciences); Hong Zhou (Institute of Information Engineering, Chinese Academy of Sciences,School of Cyber Security, UCAS); Yanan Cao (Institute of Information Engineering, Chinese Academy of Sciences,School of Cyber Security, UCAS); Lixin Zou (Laboratory of Aerospace Information Security and Trusted Computing, Wuhan University); Yanmin Shang (Institute of Information Engineering, Chinese Academy of Sciences,School of Cyber Security, UCAS); Yanbing Liu (Institute of Information Engineering, Chinese Academy of Sciences,School of Cyber Security, UCAS)"
FAT: Frequency-Aware Pretraining for Enhanced Time-Series Representation Learning,https://doi.org/10.1145/3711896.3736952,"Rui Cheng (School of Finance, Southwestern University of Finance and Economics); Xiangfei Jia (School of Computer and Artificial Intelligence, Southwestern University of Finance and Economics); Qing Li (Research Institute for Digital Economy and Interdisciplinary Sciences, Southwestern University of Finance and Economics); Rong Xing (School of Computing and Artificial Intelligence, Southwestern University of Finance and Economics); Jiwen Huang (Fintech Innovation Center, Southwestern University of Finance and Economics); Yu Zheng (School of Finance, Southwestern University of Finance and Economics); Zhilong Xie (School of Management Science and Engineering, Southwestern University of Finance and Economics)"
Feature Reconstruction for Anomaly Detection on Directed Multigraphs: A Preprocessing Framework for GNNs,https://doi.org/10.1145/3711896.3736953,"Sicheng Liang (Computation and Artificial Intelligence Innovative College, Fudan University); Qinlin Xie (Computation and Artificial Intelligence Innovative College, Fudan University); Jingqi Feng (Computation and Artificial Intelligence Innovative College, Fudan University); Yiwen Yue (Computation and Artificial Intelligence Innovative College, Fudan University); Hongyi Li (Computation and Artificial Intelligence Innovative College, Fudan University); Jiawei Ye (Computation and Artificial Intelligence Innovative College, Fudan University); Wu Jie (Computation and Artificial Intelligence Innovative College, Fudan University)"
FedAPM: Federated Learning via ADMM with Partial Model Personalization,https://doi.org/10.1145/3711896.3736954,"Shengkun Zhu (School of Computer Science, Wuhan University); Feiteng Nie (School of Computer Science, Wuhan University); Jinshan Zeng (School of Management, Xi’an Jiaotong University); Sheng Wang (School of Computer Science, Wuhan University); Yuan Sun (La Trobe Business School, La Trobe University); Yuan Yao (The Hong Kong University of Science and Technology); Shangfeng Chen (School of Computer Science, Wuhan University); Quanqing Xu (Oceanbase, Ant Group); Chuanhui Yang (Oceanbase, Ant Group)"
FedDiAL: Adaptive Federated Learning with Hierarchical Discriminative Network for Large Pre-trained Models,https://doi.org/10.1145/3711896.3736955,"Gang Yan (University of California, Merced); Wan Du (University of California, Merced)"
Federated Continual Graph Learning,https://doi.org/10.1145/3711896.3736956,Yinlin Zhu (Sun Yat-sen University); Miao Hu (Sun Yat-sen University); Di Wu (Sun Yat-sen University)
FedSC: Federated Learning with Semantic-Aware Collaboration,https://doi.org/10.1145/3711896.3736957,"Huan Wang (School of Computing and Information Technology, University of Wollongong); Haoran Li (School of Computing and Information Technology, University of Wollongong); Huaming Chen (School of Electrical and Computer Engineering, The University of Sydney); Jun Yan (School of Computing and Information Technology, University of Wollongong); Jiahua Shi (QLD Alliance for Agriculture and Food Innovation, The University of Queensland); Jun Shen (School of Computing and Information Technology, University of Wollongong)"
FedVS: Towards Federated Vector Similarity Search with Filters,https://doi.org/10.1145/3711896.3736958,"Zeheng Fan (SKLCCSE Lab, Beihang University); Yuxiang Zeng (SKLCCSE Lab, Beihang University); Zhuanglin Zheng (SKLCCSE Lab, Beihang Univeristy); Binhan Yang (SKLCCSE Lab, Beihang University); Yongxin Tong (SKLCCSE Lab, Beihang University)"
FEZE: Alignment-Flexible Zero-Shot Vertical Federated Learning,https://doi.org/10.1145/3711896.3736959,"Wei Guo (School of Artificial Intelligence, Beihang University); Yiqi Tong (School of Computer Science and Engineering, Beihang University); Yiyang Duan (College of Computing and Data Science, Nanyang Technological University); Fuzhen Zhuang (School of Artificial Intelligence, Beihang University,Beijing Advanced Innovation Center for Future Blockchain and Privacy Computing); Xiao Zhang (School of Computer Science and Technology, Shandong University); Zhaojun Hu (School of Statistics, Renmin University of China); Jin Dong (Beijing Academy of Blockchain and Edge Computing,School of Artificial Intelligence, Beihang University)"
Finding Counterfactual Evidences for Node Classification,https://doi.org/10.1145/3711896.3736960,"Dazhuo Qiu (Aalborg University); Jinwen Chen (University of Electronic Science and Technology of China); Arijit Khan (Aalborg University); Yan Zhao (Shenzhen Institute for Advanced Study, University of Electronic Science and Technology of China); Francesco Bonchi (CENTAI,Eurecat)"
Fine-Grained Traffic Inference from Road to Lane via Spatio-Temporal Graph Node Generation,https://doi.org/10.1145/3711896.3736961,"Shuhao Li (Fudan University,Shanghai Key Laboratory of Data Science); Weidong Yang (Fudan University,Zhuhai Fudan Innovation Research Institute); Yue Cui (The Hong Kong University of Science and Technology); Xiaoxing Liu (GZHU-SCHB Intelligent Transportation Joint Lab, Guangzhou University); Lingkai Meng (Shanghai Jiao Tong University); Lipeng Ma (Fudan University,Shanghai Key Laboratory of Data Science); Fan Zhang (GZHU-SCHB Intelligent Transportation Joint Lab, Guangzhou University)"
Fine-grained Urban Heat Island Effect Forecasting: A Context-aware Thermodynamic Modeling Framework,https://doi.org/10.1145/3711896.3736962,Xingchen Zou (The Hong Kong University of Science and Technology (Guangzhou)); Weilin Ruan (The Hong Kong University of Science and Technology (Guangzhou)); Siru Zhong (The Hong Kong University of Science and Technology (Guangzhou)); Yuehong Hu (The Hong Kong University of Science and Technology (Guangzhou)); Yuxuan Liang (The Hong Kong University of Science and Technology (Guangzhou))
FlanS – A Foundation Model for Free-Form Language-based Segmentation in Medical Images,https://doi.org/10.1145/3711896.3736963,"Longchao Da (Arizona State University); Rui Wang (AWS, Amazon); Xiaojian Xu (GE HealthCare); Parminder Bhatia (GEHC); Taha Kass-Hout (Corporate, GE HealthCare); Hua Wei (School of Computing and Augmented Intelligence, Arizona State University); Cao Xiao (GE Healthcare)"
"FlexGNN: A High-Performance, Large-Scale Full-Graph GNN System with Best-Effort Training Plan Optimization",https://doi.org/10.1145/3711896.3736964,Jeongmin Bae (KAIST); Donghyoung Han (GraphAI); Min-Soo Kim (KAIST)
$FlexiReg:$ Flexible Urban Region Representation Learning,https://doi.org/10.1145/3711896.3736965,"Fengze Sun (School of Computing and Information Systems, University of Melbourne); Yanchuan Chang (School of Computing and Information Systems, University of Melbourne); Egemen Tanin (School of Computing and Information Systems, University of Melbourne); Shanika Karunasekera (School of Computing and Information Systems, University of Melbourne); Jianzhong Qi (School of Computing and Information Systems, University of Melbourne)"
FLEXIS: FLEXible Frequent Subgraph Mining using Maximal Independent Sets,https://doi.org/10.1145/3711896.3736966,"Akshit Sharma (Computer Science, Colorado School of Mines); Sam Reinehr (Computer Science, Colorado School of Mines); Dinesh Mehta (Computer Science, Colorado School of Mines); Bo Wu (Computer Science, Colorado School of Mines)"
Flow Matching for Collaborative Filtering,https://doi.org/10.1145/3711896.3736967,"Chengkai Liu (Departmentment of Computer Science and Engineering, Texas A&M University – College Station); Yangtian Zhang (Yale University); Jianling Wang (Google DeepMind); Rex Ying (Department of Computer Science, Yale University); James Caverlee (Department of Computer Science and Engineering, Texas A&M University – College Station)"
FindRec: Stein-Guided Entropic Flow for Multi-Modal Sequential Recommendation,https://doi.org/10.1145/3711896.3736968,"Maolin Wang (Department of Data Science, City University of Hong Kong); Yutian Xiao (Institute of Artificial Intelligence, Beijing University of Aeronautics and Astronautics); Binhao Wang (Data Science, City University of Hong Kong); Sheng Zhang (City University of Hong Kong); Shanshan Ye (AAII, School of Computer Science, University of Technology Sydney); Wanyu Wang (Information System, City University of Hong Kong); Hongzhi Yin (School of EECS, University of Queensland); Ruocheng Guo (Intuit AI); Zenglin Xu (Artificial Intelligence Innovation and Incubation Institute, Fudan University)"
FreRA: A Frequency-Refined Augmentation for Contrastive Learning on Time Series Classification,https://doi.org/10.1145/3711896.3736969,Tian
FreRA: A Frequency-Refined Augmentation for Contrastive Learning on Time Series Classification,https://doi.org/10.1145/3711896.3736969,"Tian Tian (Alibaba-NTU Singapore Joint Research Institute, Interdisciplinary Graduate Programme, Nanyang Technological University); Chunyan Miao (College of Computing and Data Science, Nanyang Technological University); Hangwei Qian (CFAR, A*STAR)"
From Expansion to Retraction: Long-tailed Machine Unlearning via Boundary Manipulation,https://doi.org/10.1145/3711896.3736970,"Min Chen (Hubei Key Laboratory of Internet of Intelligence, School of EIC, Huazhong University of Science and Technology); Weizhuo Gao (Hubei Key Laboratory of Internet of Intelligence, School of EIC, Huazhong University of Science and Technology); Chen Wang (Hubei Key Laboratory of Internet of Intelligence, School of EIC, Huazhong University of Science and Technology); Gaoyang Liu (Hubei Key Laboratory of Internet of Intelligence, School of EIC, Huazhong University of Science and Technology); Ahmed M. Abdelmoniem (School of Electronic Engineering and Computer Science, Queen Mary University of London); Kai Peng (Hubei Key Laboratory of Internet of Intelligence, School of EIC, Huazhong University of Science and Technology)"
From Swath to Full-Disc: Advancing Precipitation Retrieval with Multimodal Knowledge Expansion,https://doi.org/10.1145/3711896.3736971,"Zheng Wang (Zhejiang University of Technology); Kai Ying (College of Computer Science, Zhejiang University of Technology); Bin Xu (Data Institute, National Meteorological Information Center); Chunjiao Wang (/, National Meteorological Information Center); Cong Bai (College of Computer Science, Zhejiang University of Technology,Zhejiang Key Laboratory of Visual Information Intelligent Processing)"
Fully Quanvolutional Networks for Time Series Classification,https://doi.org/10.1145/3711896.3736972,"Nabil Anan Orka (The University of Queensland); Ehtashamul Haque (BRAC University); Md. Abdul Awal (The University of Queensland); Mohammad Ali Moni (Charles Sturt University,Washington University of Science and Technology)"
FusionSAM: Visual Multi-Modal Learning with Segment Anything Model,https://doi.org/10.1145/3711896.3736973,Daixun Li (Xidian University); Weiying Xie (Xidian University); Mingxiang Cao (Xidian University); Yunke Wang (University of Sydney); Yusi Zhang (Xidian University); Leyuan Fang (Hunan University); Yunsong Li (Xidian University); Chang Xu (University of Sydney)
GCoT: Chain-of-Thought Prompt Learning for Graphs,https://doi.org/10.1145/3711896.3736974,"Xingtong Yu (School of Computing and Information System, Singapore Management University); Chang Zhou (University of Science and Technology of China); Zhongwei Kuai (University of Science and Technology of China); Xinming Zhang (School of Computer Science and Technology, University of Science and Technology of China); Yuan Fang (School of Computing and Information Systems, Singapore Management University)"
