title,doi,author,affiliation
Mitigating Data Imbalance in Time Series Classification Based on Counterfactual Minority Samples Augmentation,https://doi.org/10.1145/3711896.3737049,"['Lei Wang', 'Shanshan Huang', 'Chunyuan Zheng', 'Jun Liao', 'Xiaofei Zhu', 'Haoxuan Li', 'Li Liu']","['School of Big Data and Software Engineering, Chongqing University', 'School of Big Data and Software Engineering, Chongqing University', 'School of Mathematical Sciences, Peking University', 'School of Big Data and Software Engineering, Chongqing University', 'School of Computer Science and Engineering, Chongqing University of Technology', 'Center for Data Science, Peking University', 'School of Big Data and Software Engineering, Chongqing University']"
Mitigating Source Label Dependency in Time-Series Domain Adaptation under Label Shifts,https://doi.org/10.1145/3711896.3737050,"['Jihye Na', 'Youngeun Nam', 'Junhyeok Kang', 'Jae-Gil Lee']","['School of Computing, Korea Advanced Institute of Science & Technology', 'School of Computing, Korea Advanced Institute of Science & Technology', 'LG AI Research', 'School of Computing, Korea Advanced Institute of Science & Technology']"
MockLLM: A Multi-Agent Behavior Collaboration Framework for Online Job Seeking and Recruiting,https://doi.org/10.1145/3711896.3737051,"['Hongda Sun', 'Hongzhan Lin', 'Haiyu Yan', 'Yang Song', 'Xin Gao', 'Rui Yan']","['Gaoling School of Artificial Intelligence, Renmin University of China', 'Engineering Research Center of Next-Generation Intelligent Search and Recommendation, Ministry of Education', 'University of Chinese Academy of Sciences', 'Nanbeige Lab, BOSS Zhipin', 'King Abdullah University of Science and Technology', 'Gaoling School of Artificial Intelligence, Renmin University of China,School of Artificial Intelligence, Wuhan University']"
Modality-Aware Diffusion Augmentation with Consistent Subspace Disentanglement for Session-based Recommendation,https://doi.org/10.1145/3711896.3737052,"['Jiajie Su', 'Chaochao Chen', 'Weiming Liu', 'Yuhang Wang', 'Yihao Wang', 'Zheqi Lv', 'Xiaolin Zheng', 'Jianwei Yin']","['Department of Computer Science, Zhejiang University', 'Department of Computer Science, Zhejiang University', 'Tiktok Bytedance', 'School of Computer Science and Technology, Wuhan University of Science and Technology', 'School of Software Technology, Zhejiang University', 'Department of Computer Science, Zhejiang University', 'Department of Computer Science, Zhejiang University', 'Department of Computer Science, Zhejiang University']"
MoDiff – Graph Generation with Motif-aware Diffusion Model,https://doi.org/10.1145/3711896.3737053,"['Yuwei Xu', 'Chenhao Ma']","['School of Data Science, The Chinese University of Hong Kong, Shenzhen', 'School of Data Science, The Chinese University of Hong Kong, Shenzhen']"
Monitoring Robustness and Individual Fairness,https://doi.org/10.1145/3711896.3737054,"['Ashutosh Gupta', 'Thomas A. Henzinger', 'Konstantin Kueffner', 'Kaushik Mallik', 'David Pape']","['IIT Bombay', 'Institute of Science and Technology Austria', 'Institute of Science and Technology Austria', '–, IMDEA Software Institute', 'Department of Computer Science, Paris Lodron University of Salzburg']"
MOSS: Multi-Objective Optimization for Stable Rule Sets,https://doi.org/10.1145/3711896.3737055,"['Brian Liu', 'Rahul Mazumder']","['Operations Research Center, Massachusetts Institute of Technology', 'Sloan School of Management, Massachusetts Institute of Technology']"
"MOTTO: A Mixture-of-Experts Framework for Multi-Treatment, Multi-Outcome Treatment Effect Estimation",https://doi.org/10.1145/3711896.3737056,"['Yiling Liu', 'Wei Shi', 'Chen Fu', 'Ziyang Jiang', 'Zhigang Hua', 'David Carlson']","['Duke University', 'AI at Meta', 'AI at Meta', 'AI at Meta', 'AI at Meta', 'Duke University']"
MSHTrans: Multi-Scale Hypergraph Transformer with Time-Series Decomposition for Temporal Anomaly Detection,https://doi.org/10.1145/3711896.3737057,"['Zhaoliang Chen', 'Zhihao Wu', 'William K. Cheung', 'Hong-Ning Dai', 'Byron Choi', 'Jiming Liu']","['Hong Kong Baptist University', 'Zhejiang University', 'Hong Kong Baptist University', 'Hong Kong Baptist University', 'Hong Kong Baptist University', 'Hong Kong Baptist University']"
MTM: A Multi-Scale Token Mixing Transformer for Irregular Multivariate Time Series Classification,https://doi.org/10.1145/3711896.3737058,"['Shuhan Zhong', 'Weipeng Zhuo', 'Sizhe Song', 'Guanyao Li', 'Zhongyi Yu', 'S.-H. Gary Chan']","['Department of Computer Science and Engineering, The Hong Kong University of Science and Technology', 'Department of Computer Science, Beijing Normal-Hong Kong Baptist University', 'Department of Computer Science and Engineering, The Hong Kong University of Science and Technology', 'Guangzhou Urban Planning and Design Survey Research Institute', 'Department of Computer Science, Beijing Normal-Hong Kong Baptist University', 'Department of Computer Science and Engineering, The Hong Kong University of Science and Technology']"
Multi-Grained Preference Enhanced Transformer for Multi-Behavior Sequential Recommendation,https://doi.org/10.1145/3711896.3737059,"['Chuan He', 'Yongchao Liu', 'Qiang Li', 'Weiqiang Wang', 'Xing Fu', 'Xinyi Fu', 'Chuntao Hong', 'Xinwei Yao']","['Zhejiang University of Technology', 'Ant Group', 'Zhejiang University of Technology', 'Ant Group', 'Ant Group', 'Ant group', 'Ant Group', 'Zhejiang University of Technology']"
Multi-level Mixture of Experts for Multimodal Entity Linking,https://doi.org/10.1145/3711896.3737060,"['Zhiwei Hu', 'Victor Gutierrez Basulto', 'Zhiliang Xiang', 'Ru Li', 'Jeff Z. Pan']","['Shanxi University, Shanxi University', 'School of Computer Science and Informatics, Cardiff University', 'School of Computer Science and Informatics, Cardiff University', 'Shanxi University, Shanxi University', 'School of Informatics, University of Edinburgh, University of Edinburgh']"
Multi-scale Physics-informed Transformer With Spatio-temporal Feature Adapter For Extreme Precipitation Nowcasting,https://doi.org/10.1145/3711896.3737061,"['Jingyuan Zheng', 'Xin Zhang', 'Zhilin Qi', 'Ruiang Qiu', 'Dongjing Wang', 'Haiping Zhang', 'Dongjin Yu']","['Hangzhou Dianzi University', 'Hangzhou Dianzi University', 'Hangzhou Dianzi University', 'Hangzhou Dianzi University', 'Hangzhou Dianzi University', 'Hangzhou Dianzi University', 'Hangzhou Dianzi University']"
Multimodal Conditional Retrieval with High Controllability,https://doi.org/10.1145/3711896.3737062,"['Xiaoda Yang', 'Xize Cheng', 'Minghui Fang', 'Hongshun Qiu', 'Yuhang Ma', 'JunYu Lu', 'Jiaqi Duan', 'Sihang Cai', 'Zehan Wang', 'Ruofan Hu', 'Dongjie Fu', 'Zhou Zhao', 'Tao Jin']","['School of Software Technology, Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'College of Computer Science, Beijing University of Technology', 'ByteDance Inc.', 'China Merchants Research Institute of Advance Technology', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'School of Software Technology, Zhejiang University', 'Zhejiang University', 'Zhejiang University']"
Network Interdiction Goes Neural,https://doi.org/10.1145/3711896.3737063,"['Lei Zhang', 'Zhiqian Chen', 'Chang-Tien Lu', 'Liang Zhao']","['Northern Illinois University', 'Mississippi State University', 'Virginia Tech', 'Emory University']"
Non-exchangeable Conformal Prediction for Temporal Graph Neural Networks,https://doi.org/10.1145/3711896.3737064,"['Tuo Wang', 'Jian Kang', 'Yujun Yan', 'Adithya Kulkarni', 'Dawei Zhou']","['Department of Computer Science, Virginia Polytechnic Institute and State University', 'Department of Computer Science, University of Rochester', 'Dartmouth College', 'Virginia Polytechnic Institute and State University', 'Virginia Polytechnic Institute and State University']"
Normalized Space Alignment: A Versatile Metric for Representation Analysis,https://doi.org/10.1145/3711896.3737065,"['Danish Ebadulla', 'Aditya Gulati', 'Ambuj Singh']","['UC Santa Barbara', 'UC Santa Barbara', 'UC Santa Barbara']"
Offline Trajectory Optimization for Offline Reinforcement Learning,https://doi.org/10.1145/3711896.3737066,"['Ziqi Zhao', 'Zhaochun Ren', 'Liu Yang', 'Yunsen Liang', 'Fajie Yuan', 'Pengjie Ren', 'Zhumin Chen', 'Jun Ma', 'Xin Xin']","['Shandong University', 'Leiden University', 'Shandong University', 'Department of Computer Science, Shandong University', 'Westlake University', 'Shandong University', 'Shandong University', 'Shandong University', 'Shandong University']"
Oldie but Goodie: Re-illuminating Label Propagation on Graphs with Partially Observed Features,https://doi.org/10.1145/3711896.3737067,"['Sukwon Yun', 'Xin Liu', 'Yunhak Oh', 'Junseok Lee', 'Tianlong Chen', 'Tsuyoshi Murata', 'Chanyoung Park']","['Department of Computer Science, University of North Carolina at Chapel Hill', 'Intelligent Platforms Research Institute, AIST, National Institute of Advanced Industrial Science and Technology', 'Data Science, Korea Advanced Institute of Science & Technology', 'KAIST', 'CS, University of North Carolina at Chapel Hill', 'Department of Computer Science, Institute of Science Tokyo', 'Industrial and Systems Engineering, Korea Advanced Institute of Science & Technology']"
On the Role of Weight Decay in Collaborative Filtering: A Popularity Perspective,https://doi.org/10.1145/3711896.3737068,"['Donald Loveland', 'Mingxuan Ju', 'Tong Zhao', 'Neil Shah', 'Danai Koutra']","['University of Michigan, Ann Arbor', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'University of Michigan, Ann Arbor']"
On the Scalability of Temporal Relative Positional Encoding for Dynamic Link Prediction,https://doi.org/10.1145/3711896.3737069,"['Ke Cheng', 'Linzhi Peng', 'Pengyang Wang', 'Heng Chang', 'Junchen Ye']","['CCSE lab, Beihang University', 'CCSE lab, Beihang University', 'Computer and Information Science, University of Macau', 'Huawei Technologies Co., Ltd', 'School of Transportation Science and Engineering, Beihang University']"
One-shot Multi-view Visual Conversational Recommendation,https://doi.org/10.1145/3711896.3737070,['Noriaki Kawamae'],N/A
Optimising Budget Management via Primal-Dual Approximation with Constrained Polynomial Weights Update,https://doi.org/10.1145/3711896.3737071,"['Dmitrii Moor', 'Per Berglund', 'Hannes Karlbom', 'Zhenwen Dai', 'Kyle Kretschman', 'Mounia Lalmas']","['Spotify', 'Spotify', 'Spotify', 'Spotify', 'Spotify', 'Spotify']"
Pairwise Sample Complexity for Fair Active Ranking with Cascaded Norm Objectives,https://doi.org/10.1145/3711896.3737072,"['Sruthi Gorantla', 'Sara Ahmadian']","['Computer Science and Automation, Indian Institute of Science', 'Google Research']"
Paper-Level Computerized Adaptive Testing for High-Stakes Examination via Multi-Objective Optimization,https://doi.org/10.1145/3711896.3737073,"['Mingjia Li', 'Junkai Tong', 'Yiyang Huang', 'Yifei Ding', 'Hong Qian', 'Aimin Zhou']","['East China Normal University', 'East China Normal University', 'East China Normal University', 'East China Normal University', 'East China Normal University', 'East China Normal University']"
PARSIFAL: Private and Robust Sign Federated Learning,https://doi.org/10.1145/3711896.3737074,"['Runze Lei', 'Pinghui Wang', 'Juxiang Zeng', 'Chenxu Wang', 'Hongbin Pei', 'Junzhou Zhao']","['MoE Key Lab for Intelligent Networks and Network Security, Xi’an Jiaotong University', 'Xi’an Jiaotong University', 'XJTU, Xi’an Jiaotong University', 'School of Software Engineering, Xi’an Jiaotong University', 'School of Cyber Science and Engineering, Xi’an Jiaotong University', 'Cyber Science, Xi’an Jiaotong University']"
Partition-wise Graph Filtering: A Unified Perspective Through the Lens of Graph Coarsening,https://doi.org/10.1145/3711896.3737075,"['Guoming Li', 'Jian Yang', 'Yifan Chen']","['Mohamed bin Zayed University of Artificial Intelligence', 'University of Chinese Academy of Sciences', 'Hong Kong Baptist University']"
Paths to Causality: Finding Informative Subgraphs Within Knowledge Graphs for Knowledge-Based Causal Discovery,https://doi.org/10.1145/3711896.3737076,"['Yuni Susanti', 'Michael Färber']","['Fujitsu Limited', 'ScaDS.AI, TU Dresden']"
PDMC: Generating Feasible Algorithmic Recourse via Perturbation Data Manifold Constraint,https://doi.org/10.1145/3711896.3737077,"['Zimu Wang', 'Hao Zou', 'Han Yu', 'Shaohua Fan', 'Haotian Wang', 'Yue He', 'Peng Cui']","['Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'National University of Defense Technology', 'Renmin University of China', 'Tsinghua University']"
Performative Time-Series Forecasting,https://doi.org/10.1145/3711896.3737078,"['Zhiyuan Zhao', 'Haoxin Liu', 'Alexander Rodríguez', 'B. Aditya Prakash']","['College of Computing, Georgia Institute of Technology', 'College of Computing, Georgia Institute of Technology', 'University of Michigan', 'College of Computing, Georgia Institute of Technology']"
PERSCEN: Learning Personalized Interaction Pattern and Scenario Preference for Multi-Scenario Matching,https://doi.org/10.1145/3711896.3737079,"['Haotong Du', 'Yaqing Wang', 'Fei Xiong', 'Lei Shao', 'Ming Liu', 'Hao Gu', 'Quanming Yao', 'Zhen Wang']","['School of Computer Science, Northwestern Polytechnical University', 'Artificial Intelligence and Machine Learning, Beijing Institute of Mathematical Sciences and Applications', 'Meituan', 'Meituan', 'Meituan', 'DianPing, Meituan', 'Tsinghua University', 'School of Cybersecurity, Northwestern Polytechnical University']"
Persona Identification in E-Commerce with Scarce Labels and In-Context Graph Learning,https://doi.org/10.1145/3711896.3737080,"['Anjali Gupta', 'Prashant Kumar', 'Aniket Mishra', 'Abhishek Singh', 'Surender Kumar', 'Muthusamy Chelliah', 'Abhijnan Chakraborty', 'Sayan Ranu']","['Computer Science and Engineering, Indian Institute of Technology Delhi', 'School of Infomation Technology, Indian Institute of Technology Delhi', 'Computer Science and Engineering, Indian Institute of Technology Delhi', 'Data Science, Flipkart Internet Pvt Ltd', 'Data Science, Flipkart Internet Pvt Ltd', 'Data Science, Flipkart Internet Pvt Ltd', 'Computer Science and Engineering, Indian Institute of Technology Kharagpur', 'Computer Science and Engineering, Indian Institute of Technology Delhi']"
Physics-Guided Learning of Meteorological Dynamics for Weather Downscaling and Forecasting,https://doi.org/10.1145/3711896.3737081,"['Yingtao Luo', 'Shikai Fang', 'Binqing Wu', 'Qingsong Wen', 'Liang Sun']","['Carnegie Mellon University', 'Microsoft Research Asia', 'Zhejiang University', 'Squirrel Ai Learning', 'DAMO Academy, Alibaba Group']"
Player-Team Heterogeneous Interaction Graph Transformer for Soccer Outcome Prediction,https://doi.org/10.1145/3711896.3737082,"['Lintao Wang', 'Shiwen Xu', 'Michael Horton', 'Joachim Gudmundsson', 'Zhiyong Wang']","['School of Computer Science, The University of Sydney', 'The University of Sydney', 'Stats Perform Limited', 'School of Computer Science, The University of Sydney', 'School of Computer Science, The University of Sydney']"
PMKLC: Parallel Multi-Knowledge Learning-based Lossless Compression for Large-Scale Genomics Database,https://doi.org/10.1145/3711896.3737083,"['Hui Sun', 'Yanfeng Ding', 'Liping Yi', 'Huidong Ma', 'Gang Wang', 'Xiaoguang Liu', 'Cheng Zhong', 'Wentong Cai']","['College of C.S., Nankai University,College of CCSD, Nanyang Technological University', 'College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University', 'College of C.S., Nankai University,College of CCSD, Nanyang Technological University', 'College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University', 'College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University', 'College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University', 'School of Computer, Electronics and Information, Guangxi University', 'College of CCSD, Nanyang Technological University']"
Position-Aware Neighbor Aggregation for Dynamic Link Prediction,https://doi.org/10.1145/3711896.3737084,"['Yumeng Zhou', 'Mingzhe Liu', 'Leilei Sun', 'Yifei Huang', 'Liangzhe Han', 'Chuanren Liu', 'Tongyu Zhu']","['CCSE Lab, Beihang University', 'CCSE Lab, Beihang University', 'CCSE Lab, Beihang University', 'CCSE Lab, Beihang University', 'CCSE Lab, Beihang University', 'The University of Tennessee', 'CCSE Lab, Beihang University']"
Position-Aware Neighbor Aggregation for Dynamic Link Prediction,https://doi.org/10.1145/3711896.3737084,"['C.S.', 'Liping Yi', 'Huidong Ma', 'Gang Wang', 'Xiaoguang Liu', 'Cheng Zhong', 'Wentong Cai']","['Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University', 'College of C.S., Nankai University,College of CCSD, Nanyang Technological University', 'College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University', 'College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University', 'College of C.S., Nankai-Baidu Joint Lab, TMCC, SysNet, DISSec, GTIISC, Nankai University', 'School of Computer, Electronics and Information, Guangxi University', 'College of CCSD, Nanyang Technological University']"
PPA-Game: Characterizing and Learning Competitive Dynamics Among Online Content Creators,https://doi.org/10.1145/3711896.3737085,"['Renzhe Xu', 'Haotian Wang', 'Xingxuan Zhang', 'Bo Li', 'Peng Cui']","['MoE Key Laboratory of Interdisciplinary Research of Computation and Economics, ITCS, Shanghai University of Finance and Economics', 'College of Computer Science and Technology, National University of Defense Technology', 'Department of Computer Science and Technology, Tsinghua University', 'School of Economics and Management, Tsinghua University', 'Department of Computer Science and Technology, Tsinghua University']"
Practical contextual bandits for large-scale structured discrete constrained optimization problems,https://doi.org/10.1145/3711896.3737086,"['Pavithra Harsha', 'Chitra Subramanian', 'Naoki Abe', 'Shivaram Subramanian', 'Amadou Ba', 'Kevin Arturo Fernandez Roman', 'Mauricio Longinos Garrido', 'Chandrasekhar Narayanaswami']","['IBM Research', 'IBM Research', 'IBM Research', 'IBM Research', 'IBM Research', 'IBM CIO', 'IBM CIO', 'IBM Research']"
Predicting the Dynamics of Complex System via Multiscale Diffusion Autoencoder,https://doi.org/10.1145/3711896.3737087,"['Ruikun Li', 'Jingwen Cheng', 'Huandong Wang', 'Qingmin Liao', 'Yong Li']","['Shenzhen International Graduate School, Tsinghua University', 'Department of Electronic Engineering BNRist, Tsinghua University', 'Department of Electronic Engineering BNRist, Tsinghua University', 'Shenzhen International Graduate School, Tsinghua University', 'Department of Electronic Engineering BNRist, Tsinghua University']"
Preference-Optimized Retrieval and Ranking for Efficient Multimodal Recommendation,https://doi.org/10.1145/3711896.3737088,"['Zhenrui Yue', 'Huimin Zeng', 'Yueqi Wang', 'Julian McAuley', 'Dong Wang']","['University of Illinois Urbana-Champaign', 'University of Illinois Urbana-Champaign', 'UC Berkley', 'UC San Diego', 'University of Illinois at Urbana-Champaign']"
PreGIP: Watermarking the Pretraining of Graph Neural Networks for Deep IP Protection,https://doi.org/10.1145/3711896.3737089,"['Enyan Dai', 'Minhua Lin', 'Suhang Wang']","['AI Thrust, HKUST (GZ)', 'College of Information Sciences and Technology, Pennsylvania State University', 'College of Information Sciences and Technology, Pennsylvania State University']"
Progressive Stacking for Scalable Graph Condensation,https://doi.org/10.1145/3711896.3737090,"['Yibing Bai', 'Min Gao', 'Zongwei Wang', 'Xinyi Gao', 'Wentao Li']","['Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education', 'Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education', 'Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education', 'University of Queensland', 'University of Leicester']"
Prompt as a Double-Edged Sword: A Dynamic Equilibrium Gradient-Assigned Attack against Graph Prompt Learning,https://doi.org/10.1145/3711896.3737091,"['Ju Jia', 'Jingxuan Yu', 'Di Wu', 'Cong Wu', 'Hengjie Zhu', 'Lina Wang']","['School of Cyber Science and Engineering, Southeast University,Engineering Research Center of Blockchain Application, Supervision and Management (Southeast University), Ministry of Education', 'School of Cyber Science and Engineering, Southeast University', 'School of Mathematics, Physics and Computing, University of Southern Queensland', 'Department of Electrical and Electronic Engineering, University of Hong Kong', 'University of the Chinese Academy of Sciences', 'Wuhan University']"
Proximity Matters: Local Proximity Enhanced Balancing for Treatment Effect Estimation,https://doi.org/10.1145/3711896.3737092,"['Hao Wang', 'Zhichao Chen', 'Zhaoran Liu', 'Xu Chen', 'Haoxuan Li', 'Zhouchen Lin']","['Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Gaoling School of Artificial Intelligence, Renmin University of China', 'Center for Data Science, Peking University', 'School of Intelligence Science and Technology, Peking University']"
Proxy-Validated Importance-Aware Federated Sample Selection with Meta Learning,https://doi.org/10.1145/3711896.3737093,"['Yan Zhang', 'Xiaoye Miao', 'Bin Li', 'Yangyang Wu', 'Yongheng Shang']","['Center for Data Science, Zhejiang University', 'Center for Data Science, Zhejiang University', 'Center for Data Science, Zhejiang University', 'School of Software Technology, Zhejiang University', 'School of Computer Science and Technology, Zhejiang University']"
PSSketch: Finding Persistent and Sparse Flow with High Accuracy and Efficiency,https://doi.org/10.1145/3711896.3737094,"['Jiayao Wang', 'Qilong Shi', 'Xiyan Liang', 'Han Wang', 'Wenjun Li', 'Ziling Wei', 'Weizhe Zhang', 'Shuhui Chen']","['National University of Defense Technology', 'Tsinghua University', 'Nankai University', 'Peng Cheng Laboratory', 'Peng Cheng Laboratory', 'National University of Defense Technology', 'Harbin Institute of Technology', 'National University of Defense Technology']"
PuzzleTensor: A Method-Agnostic Data Transformation for Compact Tensor Factorization,https://doi.org/10.1145/3711896.3737095,"['Yong-chan Park', 'Kisoo Kim', 'U Kang']","['Dept. of Computer Science and Engineering, Seoul National University', 'Interdisciplinary Program in Artificial Intelligence, Seoul National University', 'Computer Science and Engineering, Seoul National University']"
Quantizing Text-attributed Graphs for Semantic-Structural Integration,https://doi.org/10.1145/3711896.3737096,"['Jianyuan Bo', 'Hao Wu', 'Yuan Fang']","['Singapore Management University', 'Beijing Normal University', 'Singapore Management University']"
Quick Draw Bandits: Quickly Optimizing in Nonstationary Environments with Extremely Many Arms,https://doi.org/10.1145/3711896.3737097,"['Derek Everett', 'Fred Lu', 'Edward Raff', 'Fernando Camacho', 'James Holt']","['Booz Allen Hamilton', 'Booz Allen Hamilton', 'Booz Allen Hamilton', 'Laboratory for Physical Sciences', 'Laboratory for Physical Sciences']"
Range-limited Augmentation for Few-shot Learning in Tabular Data with Comprehensive Benchmark,https://doi.org/10.1145/3711896.3737098,"['Kyungeun Lee', 'Moonjung Eo', 'Hye-Seung Cho', 'Min-Kook Suh', 'Seoyoon Kim', 'Ye Seul Sim', 'Suhee Yoon', 'Sanghyu Yoon', 'Woohyung Lim']","['Data Intelligence Lab, LG AI Research', 'Data Intelligence Lab, LG AI Research', 'Data intelligence Lab, LG AI Research', 'Data Intelligence Lab, LG AI Research', 'Data Intelligence Lab, LG AI Research', 'Data Intelligence Lab, LG AI Research', 'Data Intelligence Lab, LG AI Research', 'Data Intelligence Lab, LG AI Research', 'Applied AI Research Group, LG AI Research']"
"Rank It, Then Ask It: Input Reranking for Maximizing the Performance of LLMs on Symmetric Tasks",https://doi.org/10.1145/3711896.3737099,"['Mohsen Dehghankar', 'Abolfazl Asudeh']","['University of Illinois Chicago', 'University of Illinois Chicago']"
READ: Robust and Efficient Anomaly Detection under Data Contamination and Limited Supervision,https://doi.org/10.1145/3711896.3737100,"['Hongzhe Shou', 'Guanyu Lu', 'Martin Pavlovski', 'Fang Zhou']","['School of Data Science & Engineering, East China Normal University', 'School of Data Science & Engineering, East China Normal University', 'Samsung Ads, Samsung Electronics America', 'School of Data Science & Engineering, East China Normal University']"
REDEEMing Modality Information Loss: Retrieval-Guided Conditional Generation for Severely Modality Missing Learning,https://doi.org/10.1145/3711896.3737101,"['Jian Lang', 'Rongpei Hong', 'Zhangtao Cheng', 'Ting Zhong', 'Yong Wang', 'Fan Zhou']","['University of Electronic Science and Technology of China', 'University of Electronic Science and Technology of China', 'University of Electronic Science and Technology of China', 'University of Electronic Science and Technology of China', 'Aiwen Tech,Hong Kong University of Science and Technology', 'University of Electronic Science and Technology of China']"
Refining Labeling Functions with Limited Labeled Data,https://doi.org/10.1145/3711896.3737102,"['Chenjie Li', 'Amir Gilad', 'Boris Glavic', 'Zhengjie Miao', 'Sudeepa Roy']","['University of Illinois at Chicago', 'Hebrew University', 'University of Illinois at Chicago', 'Simon Fraser University', 'Duke University']"
Rethinking Learner Modeling: A Feedback-Centric Cognitive Disentanglement Perspective,https://doi.org/10.1145/3711896.3737103,"['Xiaoshan Yu', 'Shangshang Yang', 'Jian Li', 'Ziwen Wang', 'Chuan Qin', 'Haiping Ma', 'Xingyi Zhang']","['School of Artificial Intelligence, Anhui University', 'School of Computer Science and Technology, Anhui University', 'School of Artificial Intelligence, Anhui University', 'School of Computer Science and Technology, Anhui University', 'Computer Network Information Center, Chinese Academy of Sciences,University of Chinese Academy of Sciences', 'State Key Laboratory of Opto-Electronic Information Acquisition and Protection Technology, Anhui University,Institutes of Physical Science and Information Technology, Anhui University', 'School of Computer Science and Technology, Anhui University']"
Retrieving Intent-covering Demonstrations for Clarification Generation in Conversational Search Systems,https://doi.org/10.1145/3711896.3737104,"['Ziliang Zhao', 'Changle Qu', 'Zhicheng Dou', 'Haonan Chen', 'Jiajie Jin']","['Gaoling School of Artificial Intelligence, Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China']"
Revisiting Clustering of Neural Bandits: Selective Reinitialization for Mitigating Loss of Plasticity,https://doi.org/10.1145/3711896.3737105,"['Zhiyuan Su', 'Sunhao Dai', 'Xiao Zhang']","['Gaoling School of Artificial Intelligence, Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China']"
Revisiting Feature Interactions from the Perspective of Quadratic Neural Networks for Click-through Rate Prediction,https://doi.org/10.1145/3711896.3737106,"['Honghao Li', 'Yiwen Zhang', 'Yi Zhang', 'Lei Sang', 'Jieming Zhu']","['Anhui University', 'Anhui University', 'Anhui University', 'Anhui University', 'Huawei Noah’s Ark Lab']"
Revisiting Graph Adversarial Attack: A Perspective of Budget Optimization,https://doi.org/10.1145/3711896.3737107,"['Xiangchao Wen', 'Zhen Liu', 'Yuxin You']","['School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC)', 'School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC)', 'School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC)']"
Revisiting Self-Attention for Cross-Domain Sequential Recommendation,https://doi.org/10.1145/3711896.3737108,"['Clark Mingxuan Ju', 'Leonardo Neves', 'Bhuvesh Kumar', 'Liam Collins', 'Tong Zhao', 'Yuwei Qiu', 'Qing Dou', 'Sohail Nizam', 'Sen Yang', 'Neil Shah']","['Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.']"
Rewarding Graph Reasoning Process makes LLMs more Generalized Reasoners,https://doi.org/10.1145/3711896.3737109,"['Miao Peng', 'Nuo Chen', 'Zongrui Suo', 'Jia Li']","['The Hong Kong University of Science and Technology (Guangzhou)', 'The Hong Kong University of Science and Technology (Guangzhou)', 'The Hong Kong University of Science and Technology (Guangzhou)', 'The Hong Kong University of Science and Technology (Guangzhou)']"
Robust and Explainable Detector of Time Series Anomaly via Augmenting Multiclass Pseudo-Anomalies,https://doi.org/10.1145/3711896.3737110,"['Kohei Obata', 'Yasuko Matsubara', 'Yasushi Sakurai']","['SANKEN, University of Osaka', 'SANKEN, University of Osaka', 'SANKEN, University of Osaka']"
Robust Data-Driven Auction Design,https://doi.org/10.1145/3711896.3737111,"['Qilong Lin', 'Yangsu Liu', 'Dagui Chen', 'Zhenzhe Zheng', 'Jian Xu', 'Bo Zheng', 'Fan Wu', 'Guihai Chen']","['School of Computer Science, Shanghai Jiao Tong University', 'Alimama, Alibaba Group', 'Alimama, Alibaba Group', 'School of Computer Science, Shanghai Jiaotong University', 'Alimama, Alibaba Group', 'Alibaba Group', 'School of Computer Science, Shanghai Jiao Tong University', 'Department of Computer Science, Shanghai Jiao Tong University']"
