title,doi,author,affiliation
FedDiAL: Adaptive Federated Learning with Hierarchical Discriminative Network for Large Pre-trained Models,https://doi.org/10.1145/3711896.3736955,"['Gang Yan', 'Wan Du']","['University of California, Merced', 'University of California, Merced']"
Federated Continual Graph Learning,https://doi.org/10.1145/3711896.3736956,"['Yinlin Zhu', 'Miao Hu', 'Di Wu']","['Sun Yat-sen University', 'Sun Yat-sen University', 'Sun Yat-sen University']"
FedSC: Federated Learning with Semantic-Aware Collaboration,https://doi.org/10.1145/3711896.3736957,"['Huan Wang', 'Haoran Li', 'Huaming Chen', 'Jun Yan', 'Jiahua Shi']","['School of Computing and Information Technology, University of Wollongong', 'School of Computing and Information Technology, University of Wollongong', 'School of Electrical and Computer Engineering, The University of Sydney', 'School of Computing and Information Technology, University of Wollongong', 'QLD Alliance for Agriculture and Food Innovation, The University of Queensland']"
FedVS: Towards Federated Vector Similarity Search with Filters,https://doi.org/10.1145/3711896.3736958,"['Zeheng Fan', 'Yuxiang Zeng', 'Zhuanglin Zheng', 'Binhan Yang', 'Yongxin Tong']","['SKLCCSE Lab, Beihang University', 'SKLCCSE Lab, Beihang University', 'SKLCCSE Lab, Beihang Univeristy', 'SKLCCSE Lab, Beihang University', 'SKLCCSE Lab, Beihang University']"
FEZE: Alignment-Flexible Zero-Shot Vertical Federated Learning,https://doi.org/10.1145/3711896.3736959,"['Wei Guo', 'Yiqi Tong', 'Yiyang Duan', 'Fuzhen Zhuang', 'Xiao Zhang', 'Zhaojun Hu', 'Jin Dong']","['School of Artificial Intelligence, Beihang University', 'School of Computer Science and Engineering, Beihang University', 'College of Computing and Data Science, Nanyang Technological University', 'School of Artificial Intelligence, Beihang University,Beijing Advanced Innovation Center for Future Blockchain and Privacy Computing', 'School of Computer Science and Technology, Shandong University', 'School of Statistics, Renmin University of China', 'Beijing Academy of Blockchain and Edge Computing,School of Artificial Intelligence, Beihang University']"
Finding Counterfactual Evidences for Node Classification,https://doi.org/10.1145/3711896.3736960,"['Dazhuo Qiu', 'Jinwen Chen', 'Arijit Khan', 'Yan Zhao', 'Francesco Bonchi']","['Aalborg University', 'University of Electronic Science and Technology of China', 'Aalborg University', 'Shenzhen Institute for Advanced Study, University of Electronic Science and Technology of China', 'CENTAI,Eurecat']"
Fine-Grained Traffic Inference from Road to Lane via Spatio-Temporal Graph Node Generation,https://doi.org/10.1145/3711896.3736961,"['Shuhao Li', 'Weidong Yang', 'Yue Cui', 'Xiaoxing Liu', 'Lingkai Meng', 'Lipeng Ma', 'Fan Zhang']","['Fudan University,Shanghai Key Laboratory of Data Science', 'Fudan University,Zhuhai Fudan Innovation Research Institute', 'The Hong Kong University of Science and Technology', 'GZHU-SCHB Intelligent Transportation Joint Lab, Guangzhou University', 'Shanghai Jiao Tong University', 'Fudan University,Shanghai Key Laboratory of Data Science', 'GZHU-SCHB Intelligent Transportation Joint Lab, Guangzhou University']"
Fine-grained Urban Heat Island Effect Forecasting: A Context-aware Thermodynamic Modeling Framework,https://doi.org/10.1145/3711896.3736962,"['Xingchen Zou', 'Weilin Ruan', 'Siru Zhong', 'Yuehong Hu', 'Yuxuan Liang']","['The Hong Kong University of Science and Technology (Guangzhou)', 'The Hong Kong University of Science and Technology (Guangzhou)', 'The Hong Kong University of Science and Technology (Guangzhou)', 'The Hong Kong University of Science and Technology (Guangzhou)', 'The Hong Kong University of Science and Technology (Guangzhou)']"
FlanS – A Foundation Model for Free-Form Language-based Segmentation in Medical Images,https://doi.org/10.1145/3711896.3736963,"['Longchao Da', 'Rui Wang', 'Xiaojian Xu', 'Parminder Bhatia', 'Taha Kass-Hout', 'Hua Wei', 'Cao Xiao']","['Arizona State University', 'AWS, Amazon', 'GE HealthCare', 'GEHC', 'GE HealthCare', 'School of Computing and Augmented Intelligence, Arizona State University', 'GE Healthcare']"
"FlexGNN: A High-Performance, Large-Scale Full-Graph GNN System with Best-Effort Training Plan Optimization",https://doi.org/10.1145/3711896.3736964,"['Jeongmin Bae', 'Donghyoung Han', 'Min-Soo Kim']","['KAIST', 'GraphAI', 'KAIST']"
$FlexiReg:$ Flexible Urban Region Representation Learning,https://doi.org/10.1145/3711896.3736965,"['Fengze Sun', 'Yanchuan Chang', 'Egemen Tanin', 'Shanika Karunasekera', 'Jianzhong Qi']","['School of Computing and Information Systems, University of Melbourne', 'School of Computing and Information Systems, University of Melbourne', 'School of Computing and Information Systems, University of Melbourne', 'School of Computing and Information Systems, University of Melbourne', 'School of Computing and Information Systems, University of Melbourne']"
Flow Matching for Collaborative Filtering,https://doi.org/10.1145/3711896.3736967,"['Chengkai Liu', 'Yangtian Zhang', 'Jianling Wang', 'Rex Ying', 'James Caverlee']","['Departmentment of Computer Science and Engineering, Texas A&M University – College Station', 'Yale University', 'Google DeepMind', 'Department of Computer Science, Yale University', 'Department of Computer Science and Engineering, Texas A&M University – College Station']"
FindRec: Stein-Guided Entropic Flow for Multi-Modal Sequential Recommendation,https://doi.org/10.1145/3711896.3736968,"['Maolin Wang', 'Yutian Xiao', 'Binhao Wang', 'Sheng Zhang', 'Shanshan Ye', 'Wanyu Wang', 'Hongzhi Yin', 'Ruocheng Guo', 'Zenglin Xu']","['Department of Data Science, City University of Hong Kong', 'Institute of Artificial Intelligence, Beijing University of Aeronautics and Astronautics', 'Data Science, City University of Hong Kong', 'City University of Hong Kong', 'AAII, School of Computer Science, University of Technology Sydney', 'Information System, City University of Hong Kong', 'School of EECS, University of Queensland', 'Intuit AI', 'Artificial Intelligence Innovation and Incubation Institute, Fudan University']"
FreRA: A Frequency-Refined Augmentation for Contrastive Learning on Time Series Classification,https://doi.org/10.1145/3711896.3736969,['Tian'],['N/A']
Membership Privacy,https://doi.org/10.1145/3711896.3736994,"['Luying Zhong', 'Xuan Lai', 'Junjie Zhang', 'Zhiqin Huang', 'Zheyi Chen']","['Fuzhou University', 'Fuzhou University', 'Fuzhou University', 'Fuzhou University', 'Fuzhou University']"
Harnessing Influence Function in Explaining Graph Neural Networks,https://doi.org/10.1145/3711896.3736995,"['Heesoo Jung', 'Chanyong Kim', 'Geonhee Han', 'Hogun Park']","['Computer Science Engineering, Sungkyunkwan University', 'Computer Science Engineering, Sungkyunkwan University', 'Artificial Intelligence, Sungkyunkwan University', 'Computer Science Engineering, Sungkyunkwan University']"
Hexagon-Net: Heterogeneous Cross-View Aligned Graph Attention Networks for Implied Volatility Surface Prediction,https://doi.org/10.1145/3711896.3736996,"['Kaiwei Liang', 'Ruirui Liu', 'Huichou Huang', 'Johannes Ruf', 'Peilin Zhao', 'Qingyao Wu']","['South China University of Technology', 'King’s College London', 'City University of Hong Kong,Bayescien Technologies', 'London School of Economics and Political Science', 'Tencent AI Lab', 'South China University of Technology']"
$Hi-PNG:$ Efficient Interval-Filtering ANNS via Hierarchical Interval Partition Navigating Graph,https://doi.org/10.1145/3711896.3736997,"['Ming Yang', 'Yuzheng Cai', 'Weiguo Zheng']","['School of Data Science, Fudan University', 'School of Data Science, Fudan University', 'School of Data Science, Fudan University']"
HLSAD: Hodge Laplacian-based Simplicial Anomaly Detection,https://doi.org/10.1145/3711896.3736998,"['Florian Frantzen', 'Michael T. Schaub']","['Department of Computer Science, RWTH Aachen University', 'Department of Computer Science, RWTH Aachen University']"
Hyperparametric Influence Minimization: Feature-Driven Intervention Beyond Blocking,https://doi.org/10.1145/3711896.3736999,"['Bin Xiang', 'Bogdan Cautis', 'Xiaokui Xiao', 'Laks V. S. Lakshmanan']","['Suzhou Institute for Advanced Research, University of Science and Technology of China', 'Infocomm Technology Cluster, Singapore Institute of Technology', 'National University of Singapore', 'University of British Columbia']"
Identifying Combinatorial Regulatory Genes for Cell Fate Decision via Reparameterizable Subset Explanations,https://doi.org/10.1145/3711896.3737000,"['Junhao Liu', 'Pengpeng Zhang', 'Martin Renqiang Min', 'Jing Zhang']","['Department of Computer Science, University of California, Irvine', 'Department of Computer Science, University of California, Irvine', 'Department of Machine Learning, NEC Laboratories America', 'Department of Computer Science, University of California, Irvine']"
Identifying Knowledge Editing Types in Large Language Models,https://doi.org/10.1145/3711896.3737001,"['Xiaopeng Li', 'Shasha Li', 'Shangwen Wang', 'Shezheng Song', 'Bin Ji', 'Huijun Liu', 'Ma Jun', 'Jie Yu']","['National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology', 'National University of Singapore', 'National University of Defense Technology', 'National University of Defense Technology']"
Improving Group Robustness on Spurious Correlation via Evidential Alignment,https://doi.org/10.1145/3711896.3737002,"['Wenqian Ye', 'Guangtao Zheng', 'Aidong Zhang']","['Department of Computer Science, University of Virginia', 'University of Virginia', 'University of Virginia']"
Improving Long-tail User CTR Prediction via Hierarchical Distribution Alignment,https://doi.org/10.1145/3711896.3737003,"['Yifan Wang', 'Weizhi Ma', 'Min Zhang', 'Xiaoxiao Xu', 'Zhiqiang Liu', 'Shaoping Ma']","['Tsinghua University', 'Institute for AI Industry Research, Tsinghua University', 'Tsinghua University', 'Kuaishou Technology', 'Kuaishou Technology', 'Tsinghua University']"
Improving Open-world Continual Learning under the Constraints of Scarce Labeled Data,https://doi.org/10.1145/3711896.3737004,"['Yujie Li', 'Xiangkun Wang', 'Xin Yang', 'Marcello Bonsangue', 'Junbo Zhang', 'Tianrui Li']","['Leiden Institute of Advanced Computer Science (LIACS), Leiden University,Southwest University of Finance and Economics', 'School of Computer and Artificial Intelligence, Southwest University of Finance and Economics', 'School of Computer and Artificial Intelligence, Southwestern University of Finance and Economics', 'Leiden Institute of Advanced Computer Science (LIACS), Leiden University', 'JD Intelligent Cities Research', 'School of Computing and Artificial Intelligence, Southwest Jiaotong University']"
Pre-training Time Series Models with Stock Data Customization,https://doi.org/10.1145/3711896.3737005,"['Mengyu Wang', 'Tiejun Ma', 'Shay B. Cohen']","['School of Informatics, University of Edinburgh', 'School of Informatics, University of Edinburgh', 'School of Informatics, University of Edinburgh']"
Improving Subgraph Matching by Combining Algorithms and Graph Neural Networks,https://doi.org/10.1145/3711896.3737006,"['Shuyang Guo', 'Wenjin Xie', 'Ping Lu', 'Ting Deng', 'Richong Zhang', 'Jianxin Li', 'Xiangping Huang', 'Zhongyi Liu']","['SKLCCSE, Beihang University', 'SKLCCSE, Beihang University', 'SKLCCSE, Beihang University', 'SKLCCSE, Beihang University', 'SKLCCSE, Beihang University', 'SKLCCSE, Beihang University', 'TravelSky Technology Limited,Beijing Engineering Research Center of Civil Aviation Big Data', 'Travelsky Technology Limited,Beijing Engineering Research Center of Civil Aviation Big Data']"
Imputation via Domain Adaptation: Rethinking Variable Subset Forecasting from Knowledge Transfer,https://doi.org/10.1145/3711896.3737007,"['Runchang Liang', 'Qi Hao', 'Yue Gao', 'Kunpeng Liu', 'Lu Jiang', 'Pengyang Wang', 'Minghao Yin']","['School of Information Science and Technology, Northeast Normal University', 'Faculty of Science and Technology, University of Macau', 'Northeast Normal University', 'Portland State University', 'Information science technology, Dalian Maritime University', 'Computer and Information Science, University of Macau', 'School of Information Science and Technology, Northeast Normal University']"
Reinvent the Operation not the Architecture: Quantum-inspired High-order Product for Compatible and Improved LLMs Training,https://doi.org/10.1145/3711896.3737008,"['Hao Xiong', 'Yebin Yang', 'Huaijin Wu', 'Xiaoqiu Zhong', 'Yehui Tang', 'Zhuo Xia', 'Xiaoxing Wang', 'Junchi Yan']","['School of Computer Science, Shanghai Jiao Tong University', 'School of Artificial Intelligence, Shanghai Jiao Tong University', 'School of Computer Science, Shanghai Jiao Tong University', 'School of Artificial Intelligence, Shanghai Jiao Tong University', 'School of Computer Science, Shanghai Jiao Tong University', 'School of Computer Science, Shanghai Jiao Tong University', 'School of Artificial Intelligence, Shanghai Jiao Tong University', 'School of Artificial Intelligence, Shanghai Jiao Tong University']"
Incorporating Retrieval-based Causal Learning with Information Bottlenecks for Interpretable Molecular Graph Learning,https://doi.org/10.1145/3711896.3737009,"['Jiahua Rao', 'Hanjing Lin', 'Jiancong Xie', 'Zhen Wang', 'Shuangjia Zheng', 'Yuedong Yang']","['Sun Yat-sen University', 'Sun Yat-sen University', 'Sun Yat-sen University', 'Sun Yat-sen University', 'Shanghai Jiaotong University', 'Sun Yat-sen University']"
Is Your Explanation Reliable: Confidence-Aware Explanation on Graph Neural Networks,https://doi.org/10.1145/3711896.3737010,"['Jiaxing Zhang', 'Xiaoou Liu', 'Dongsheng Luo', 'Hua Wei']","['Department of Informatics, New Jersey Institute of Technology', 'School of Computing and Augmented Intelligence, Arizona State University', 'School of CIS, Florida International University', 'School of Computing and Augmented Intelligence, Arizona State University']"
K-Paths: Reasoning over Graph Paths for Drug Repurposing and Drug Interaction Prediction,https://doi.org/10.1145/3711896.3737011,"['Tassallah Abdullahi', 'Ioanna Gemou', 'Nihal V. Nayak', 'Ghulam Murtaza', 'Stephen H. Bach', 'Carsten Eickhoff']","['Brown University', 'Brown University', 'Brown University', 'Brown University', 'Brown University', 'Eberhard-Karls-Universität Tübingen']"
KET-RAG: A Cost-Efficient Multi-Granular Indexing Framework for Graph-RAG,https://doi.org/10.1145/3711896.3737012,"['Yiqian Huang', 'Shiqi Zhang', 'Xiaokui Xiao']","['Department of Computer Science, National University of Singapore', 'School of Computing, National University of Singapore,PyroWis AI', 'Department of Computer Science, National University of Singapore']"
Knowledge-Aligned Domain Shift Tuning for Efficient Adaptation in Large Language Models,https://doi.org/10.1145/3711896.3737013,['Noriaki Kawamae'],['N/A']
Knowledge-to-Jailbreak: Investigating Knowledge-driven Jailbreaking Attacks for Large Language Models,https://doi.org/10.1145/3711896.3737014,"['Shangqing Tu', 'Zhuoran Pan', 'Wenxuan Wang', 'Zhexin Zhang', 'Yuliang Sun', 'Jifan Yu', 'Hongning Wang', 'Lei Hou', 'Juanzi Li']","['DCST, Tsinghua University', 'Peking University', 'Hong Kong University of Science and Technology', 'Tsinghua University', 'Beihang University', 'Tsinghua University', 'DCST, Tsinghua University', 'DCST, Tsinghua University', 'DCST, Tsinghua University']"
KnowTrace: Bootstrapping Iterative Retrieval-Augmented Generation with Structured Knowledge Tracing,https://doi.org/10.1145/3711896.3737015,"['Rui Li', 'Quanyu Dai', 'Zeyu Zhang', 'Xu Chen', 'Zhenhua Dong', 'Ji-Rong Wen']","['Gaoling School of Artificial Intelligence, Renmin University of China', 'Huawei Noah’s Ark Lab', 'Gaoling School of Artificial Intelligence, Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China', 'Huawei Noah’s Ark Lab', 'Gaoling School of Artificial Intelligence, Renmin University of China']"
LaTCoder: Converting Webpage Design to Code with Layout-as-Thought,https://doi.org/10.1145/3711896.3737016,"['Yi Gui', 'Zhen Li', 'Zhongyi Zhang', 'Guohao Wang', 'Tianpeng Lv', 'Gaoyang Jiang', 'Yi Liu', 'Dongping Chen', 'Yao Wan']","['National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology', 'National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology', 'School of Computer Science and Technology, Huazhong University of Science and Technology', 'School of Computer Science and Technology, Huazhong University of Science and Technology', 'School of Computer Science and Technology, Huazhong University of Science and Technology', 'School of Computer Science and Technology, Huazhong University of Science and Technology', 'School of Artificial Intelligence and Automation, Huazhong University of Science and Technology', 'School of Computer Science and Technology, Huazhong University of Science and Technology', 'School of Big Data and Software Engineering, Chongqing University']"
Learn to Refine: Synergistic Multi-Agent Path Optimization for Lifelong Conflict-Free Navigation of Autonomous Vehicles,https://doi.org/10.1145/3711896.3737017,"['Junjun Li', 'Zeyuan Ma', 'Ting Huang', 'Yue-Jiao Gong']","['South China University of Technology', 'School of Computer Science, South China University of Technology', 'Guangzhou Technology Institute, Xidian University', 'South China University of Technology']"
Learnable-Differentiable Finite Volume Solver for Accelerated Simulation of Flows,https://doi.org/10.1145/3711896.3737018,"['Mengtao Yan', 'Qi Wang', 'Haining Wang', 'Ruizhi Chengze', 'Yi Zhang', 'Hongsheng Liu', 'Zidong Wang', 'Fan Yu', 'Qi Qi', 'Hao Sun']","['Gaoling School of Artificial Intelligence, Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Renmin University of China', 'Gaoling School of Artificial Intelligence, Renmin University of China']"
Learning Generalized and Flexible Trajectory Models from Omni-Semantic Supervision,https://doi.org/10.1145/3711896.3737019,"['Yuanshao Zhu', 'James Jianqiao Yu', 'Xiangyu Zhao', 'Xiao Han', 'Qidong Liu', 'Xuetao Wei', 'Yuxuan Liang']","['Southern University of Science and Technology,City University of Hong Kong', 'Harbin Institute of Technology, Shenzhen', 'City University of Hong Kong', 'Zhejiang University of Technology', 'Xi’an Jiao Tong University,City University of Hong Kong', 'Southern University of Science and Technology', 'The Hong Kong University of Science and Technology (Guangzhou)']"
Learning OOD Robust Neural Operator with Risk-Averse Stochastic Optimization,https://doi.org/10.1145/3711896.3737020,"['Huafeng Liu', 'Yiran Fu', 'Jingyue Shi', 'Liping Jing', 'Jian Yu']","['School of Computer Science and Technology, Beijing Jiaotong University,Beijing Key Laboratory of Traffic Data Mining and Embodied Intelligence, Beijing Jiaotong University', 'School of Computer Science and Technology, Beijing Jiaotong University,Beijing Key Laboratory of Traffic Data Mining and Embodied Intelligence, Beijing Jiaotong University', 'School of Computer Science and Technology, Beijing Jiaotong University,Beijing Key Laboratory of Traffic Data Mining and Embodied Intelligence, Beijing Jiaotong University', 'School of Computer Science and Technology, Beijing Jiaotong University,Beijing Key Laboratory of Traffic Data Mining and Embodied Intelligence, Beijing Jiaotong University', 'School of Computer Science and Technology, Beijing Jiaotong University,Beijing Key Laboratory of Traffic Data Mining and Embodied Intelligence, Beijing Jiaotong University']"
Learning Patterns-Guided Data Generation for Knowledge Tracing,https://doi.org/10.1145/3711896.3737021,"['Haiping Ma', 'Yi Yin', 'Ziwen Wang', 'Changqian Wang', 'Xiaoshan Yu', 'Shangshang Yang', 'Xingyi Zhang']","['State Key Laboratory of Opto-Electronic Information Acquisition and Protection Technology, Anhui University', 'Institute of Physical Science and Information Technology, Anhui University', 'School of Computer Science and Technology, Anhui University', 'Institute of Physical Science and Information Technology, Anhui University', 'School of Artificial Intelligence, Anhui University', 'School of Computer Science and Technology, Anhui University', 'School of Computer Science and Technology, Anhui University']"
Learning Reliable and Intuitive Temporal Logic Rules for Interpretable Time Series Classification,https://doi.org/10.1145/3711896.3737022,"['Yang Wang', 'Jiaqi Zhu', 'Miaomiao Li', 'Jiang Liu', 'Yilin Li', 'Yi Yang', 'Jiafan Li', 'Hongan Wang']","['Institute of Software, Chinese Academy of Sciences,University of Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences,University of Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences,University of Chinese Academy of Sciences', 'Chongqing Institute of Green and Intelligent Technology, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences,University of the Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences,University of the Chinese Academy of Sciences', 'Institute of software, Chinese Academy of Sciences,University of the Chinese Academy of Sciences']"
Learning to Slice: Self-Supervised Interpretable Hierarchical Representation Learning with Graph Auto-Encoder Tree,https://doi.org/10.1145/3711896.3737023,"['Jinning Li', 'Ruipeng Han', 'Jingying Zeng', 'Dachun Sun', 'Chenkai Sun', 'Hanghang Tong', 'ChengXiang Zhai', 'Boleslaw K. Szymanski']","['Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'College of Computing, Georgia Institute of Technology', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, Rensselaer Polytechnic Institute']"
Learning to Slice: Self-Supervised Interpretable Hierarchical Representation Learning with Graph Auto-Encoder Tree,https://doi.org/10.1145/3711896.3737023,"['Jinning Li', 'Ruipeng Han', 'Jingying Zeng', 'Dachun Sun', 'Chenkai Sun', 'Hanghang Tong', 'ChengXiang Zhai', 'Boleslaw K. Szymanski', 'Tarek Abdelzaher']","['Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'College of Computing, Georgia Institute of Technology', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, University of Illinois at Urbana-Champaign', 'Department of Computer Science, Rensselaer Polytechnic Institute', 'Department of Computer Science, University of Illinois at Urbana-Champaign']"
LettinGo: Explore User Profile Generation for Recommendation System,https://doi.org/10.1145/3711896.3737024,"['Lu Wang', 'Di Zhang', 'Fangkai Yang', 'Pu Zhao', 'Jianfeng Liu', 'Yuefeng Zhan', 'Hao Sun', 'Qingwei Lin', 'Weiwei Deng', 'Dongmei Zhang', 'Feng Sun', 'Qi Zhang']","['Microsoft', 'Peking University', 'DKI, Microsoft', 'AI, Microsoft', 'Microsoft', 'Microsoft AI, Microsoft', 'MAI-A, Microsoft', 'Microsoft Research', 'MAI-A, Microsoft', 'Microsoft', 'Microsoft', 'Microsoft']"
Leveraging the Power of Conversations: Optimal Key Term Selection in Conversational Contextual Bandits,https://doi.org/10.1145/3711896.3737025,"['Maoli Liu', 'Zhuohua Li', 'Xiangxiang Dai', 'John C.S. Lui']","['Department of Computer Science and Engineering, The Chinese University of Hong Kong', 'Guangzhou Institute of Technology, Xidian University,Department of Computer Science and Engineering, The Chinese University of Hong Kong', 'Department of Computer Science and Engineering, The Chinese University of Hong Kong', 'Department of Computer Science and Engineering, The Chinese University of Hong Kong']"
LightKG: Efficient Knowledge-Aware Recommendations with Simplified GNN Architecture,https://doi.org/10.1145/3711896.3737026,"['Yanhui Li', 'Dongxia Wang', 'Zhu Sun', 'Haonan Zhang', 'Huizhong Guo']","['Zhejiang University', 'Zhejiang University', 'Singapore University of Technology and Design', 'Zhejiang University', 'Zhejiang University']"
LiPM: Foundation Model for Lithium-Ion Battery Analysis,https://doi.org/10.1145/3711896.3737027,"['Juren Li', 'Yang Yang', 'Hanchen Su', 'Jiayu Liu', 'Youmin Chen', 'Jianfeng Zhang', 'Lujia Pan']","['College of Computer Science and Technology, Zhejiang University', 'College of Computer Science and Technology, Zhejiang University', 'College of Computer Science and Technology, Zhejiang University', 'College of Computer Science and Technology, Zhejiang University', 'College of Computer Science and Technology, Zhejiang University', 'Noah’s Ark Lab, Huawei Technologies Ltd.', 'Noah’s Ark Lab, Huawei Technologies Ltd.']"
LitFM: A Retrieval Augmented Structure-aware Foundation Model For Citation Graphs,https://doi.org/10.1145/3711896.3737028,"['Jiasheng Zhang', 'Ali Maatouk', 'Jialin Chen', 'Ngoc Bui', 'Qianqian Xie', 'Leandros Tassiulas', 'Hua Xu', 'Jie Shao', 'Rex Ying']","['University of Electronic Science and Technology of China', 'Yale University', 'Yale University', 'Yale University', 'Yale University', 'Yale University', 'Yale University', 'University of Electronic Science and Technology of China', 'Yale University']"
LLM2Rec: Large Language Models Are Powerful Embedding Models for Sequential Recommendation,https://doi.org/10.1145/3711896.3737029,"['Yingzhi He', 'Xiaohao Liu', 'An Zhang', 'Yunshan Ma', 'Tat-Seng Chua']",N/A
LLMs Are Noisy Oracles! LLM-based Noise-aware Graph Active Learning for Node Classification,https://doi.org/10.1145/3711896.3737030,"['Zeang Sheng', 'Weiyang Guo', 'Yingxia Shao', 'Wentao Zhang', 'Bin Cui']",N/A
Local Homophily-Aware Graph Neural Network with Adaptive Polynomial Filters for Scalable Graph Anomaly Detection,https://doi.org/10.1145/3711896.3737031,"['Zengyi Wo', 'Minglai Shao', 'Shiyu Zhang', 'Ruijie Wang']",N/A
Logical Anomaly Detection with Text-based Logic via Component-Aware Contrastive Language-Image Training,https://doi.org/10.1145/3711896.3737032,"['Seung-eon Lee', 'Soopil Kim', 'Sion An', 'Sang-Chul Lee', 'Sang Hyun Park']",N/A
Loss or Gain: Hierarchical Conditional Information Bottleneck Approach for Incomplete Time Series Classification,https://doi.org/10.1145/3711896.3737033,"['Shuo Zhang', 'Jing Wang', 'Shiqin Nie', 'Jinghang Yue', 'Weikang Zhu', 'Youfang Lin']",N/A
Lossless Set Compression by Binary Tree Coding,https://doi.org/10.1145/3711896.3737034,"['Longtao Tang', 'Ying Zhou', 'Yu Yang']",N/A
Lost in Sequence: Do Large Language Models Understand Sequential Recommendation?,https://doi.org/10.1145/3711896.3737035,"['Sein Kim', 'HongSeok Kang', 'Kibum Kim', 'Jiwan Kim', 'Donghyun Kim', 'Min-Chul Yang', 'Kwangjin Oh', 'Julian McAuley', 'Chanyoung Park']",N/A
LSRP: A Leader–Subordinate Retrieval Framework for Privacy-Preserving Cloud–Device Collaboration,https://doi.org/10.1145/3711896.3737036,"['Yingyi Zhang', 'Pengyue Jia', 'Xianneng Li', 'Derong Xu', 'Maolin Wang', 'Yichao Wang', 'Zhaocheng Du', 'Huifeng Guo', 'Yong Liu', 'Ruiming Tang', 'Xiangyu Zhao']","['Dalian University of Technology', 'City University of Hong Kong', 'Dalian University of Technology', 'University of Science and Technology of China,City University of Hong Kong', 'City University of Hong Kong', 'Huawei Noah’s Ark Lab', 'Huawei Noah’s Ark Lab', 'Huawei Noah’s Ark Lab', 'Huawei Noah’s Ark Lab', 'Huawei Noah’s Ark Lab', 'City University of Hong Kong']"
FedGuCci: Making Local Models More Connected in Landscape for Federated Learning,https://doi.org/10.1145/3711896.3737037,"['Zexi Li', 'Jie Lin', 'Zhiqi Li', 'Didi Zhu', 'Tao Shen', 'Tao Lin', 'Chao Wu', 'Nicholas D. Lane']","['University of Cambridge,Zhejiang University', 'Zhejiang University', 'Georgia Institute of Technology', 'Zhejiang University', 'Zhejiang University', 'Westlake University', 'Zhejiang University', 'University of Cambridge']"
MapExplorer: New Content Generation from Low-Dimensional Visualizations,https://doi.org/10.1145/3711896.3737038,"['Xingjian Zhang', 'Ziyang Xiong', 'Shixuan Liu', 'Yutong Xie', 'Tolga Ergen', 'Dongsub Shim', 'Hua Xu', 'Honglak Lee', 'Qiaozhu Mei']","['School of Information, University of Michigan – Ann Arbor', 'College of Engineering, University of Michigan – Ann Arbor', 'Computer Science and Engineering, University of Michigan – Ann Arbor', 'School of Information, University of Michigan', 'Ann Arbor Center, LG AI Research', 'R&D, LG AI Research', 'Yale School of Medicine, Yale University', 'Computer Science and Engineering, University of Michigan – Ann Arbor,R&D, LG AI Research', 'School of Information, University of Michigan']"
Marionette: Fine-Grained Conditional Generative Modeling of Spatiotemporal Human Trajectory Data Beyond Imitation,https://doi.org/10.1145/3711896.3737039,"['Bangchao Deng', 'Ling Ding', 'Lianhua Ji', 'Chunhua Chen', 'Xin Jing', 'Bingqing Qu', 'Dingqi Yang']","['University of Macau', 'University of Macau', 'University of Macau', 'University of Macau', 'University of Macau', 'Beijing Normal-Hong Kong Baptist University', 'University of Macau']"
