title,author,doi,affiliation
Fairness without Demographics through Learning Graph of Gradients,"Yingtao Luo (Carnegie Mellon University); Zhixun Li (The Chinese University of Hong Kong); Qiang Liu (CRIPAC, MAIS, Institute of Automation, Chinese Academy of Sciences); Jun Zhu (Department of Computer Science and Technology, Institute for AI, THBI Lab, BNRist Center, Tsinghua-Bosch Joint ML Center, Tsinghua University)",https://doi.org/10.1145/3690624.3709160,Carnegie Mellon University; The Chinese University of Hong Kong; Chinese Academy of Sciences; Tsinghua University
A Two-Stage Pretraining-Finetuning Framework for Treatment Effect Estimation with Unmeasured Confounding,"Chuan Zhou (Peking University,MBZUAI); Yaxuan Li (Peking University); Chunyuan Zheng (Peking University,MBZUAI); Haiteng Zhang (Academy of Mathematics and Systems Science, Chinese Academy of Sciences,MBZUAI); Min Zhang (East China Normal University,MBZUAI); Haoxuan Li (Peking University,MBZUAI); Mingming Gong (The University of Melbourne,MBZUAI)",https://doi.org/10.1145/3690624.3709161,Peking University; MBZUAI; East China Normal University; The University of Melbourne
DIPS: Optimal Dynamic Index for Poisson πps Sampling,Jinchao Huang (The Chinese University of Hong Kong); Sibo Wang (The Chinese University of Hong Kong),https://doi.org/10.1145/3690624.3709162,The Chinese University of Hong Kong
"On Measuring Unnoticeability of Graph Adversarial Attacks: Observations, New Measure, and Applications",Hyeonsoo Jo (KAIST); Hyunjin Hwang (KAIST); Fanchen Bu (KAIST); Soo Yong Lee (KAIST); Chanyoung Park (KAIST); Kijung Shin (KAIST),https://doi.org/10.1145/3690624.3709163,KAIST
CLEAR: Addressing Representation Contamination in Multimodal Healthcare Analytics,Ge Su (Zhejiang University); Kaiping Zheng (National University of Singapore); Tiancheng Zhao (Binjiang Institute of Zhejiang University); Jianwei Yin (Zhejiang University),https://doi.org/10.1145/3690624.3709164,Zhejiang University; National University of Singapore
InvDiff: Invariant Guidance for Bias Mitigation in Diffusion Models,Min Hou (Hefei University of Technology); Yueying Wu (Peking University); Chang Xu (Microsoft); Yu-Hao Huang (Nanjing University); Chenxi Bai (Hefei University of Technology); Le Wu (Hefei University of Technology); Jiang Bian (Microsoft),https://doi.org/10.1145/3690624.3709165,Hefei University of Technology; Peking University; Microsoft
Learnable Prompt as Pseudo-Imputation: Rethinking the Necessity of Traditional EHR Data Imputation in Downstream Clinical Prediction,N/A,N/A,N/A
Graph Neural Network with Temporal Smoothing for Scalable Longitudinal Data Imputation,"Zhaoyang Zhang (School of Statistics, East China Normal University); Ziqi Chen (School of Statistics, East China Normal University); Qiao Liu (Department of Statistics, Stanford University); Jinhan Xie (Yunnan Key Laboratory of Statistical Modeling and Data Analysis, Yunnan University); Hongtu Zhu (Department of Biostatistics, Statistics, Computer Science and Genetics, University of North Carolina at Chapel Hill)",https://doi.org/10.1145/3711896.3737116,"School of Statistics, East China Normal University; Department of Statistics, Stanford University; Yunnan Key Laboratory of Statistical Modeling and Data Analysis, Yunnan University; Department of Biostatistics, Statistics, Computer Science and Genetics, University of North Carolina at Chapel Hill"
Scaling Transformers for Discriminative Recommendation via Generative Pretraining,Chunqi Wang (Alibaba International Digital Commercial Group); Bingchao Wu (Alibaba International Digital Commercial Group); Zheng Chen (Alibaba International Digital Commercial Group); Lei Shen (Alibaba International Digital Commercial Group); Bing Wang (Alibaba International Digital Commercial Group); Xiaoyi Zeng (Alibaba International Digital Commercial Group),https://doi.org/10.1145/3711896.3737117,Alibaba International Digital Commercial Group
Score-based Generative Modeling for Conditional Independence Testing,"Yixin Ren (Fudan University); Chenghou Jin (Fudan university); Yewei Xia (Fudan University); Li Ke (Alibaba Group); Longtao Huang (Alibaba Group); Hui Xue (Alibaba Group); Hao Zhang (SIAT, Chinese Academy of Sciences); Jihong Guan (Tongji University); Shuigeng Zhou (Fudan University)",https://doi.org/10.1145/3711896.3737118,"Fudan University; Fudan university; Fudan University; Alibaba Group; Alibaba Group; Alibaba Group; SIAT, Chinese Academy of Sciences; Tongji University; Fudan University"
SDE: A Simplified and Disentangled Dependency Encoding Framework for State Space Models in Time Series Forecasting,"Zixuan Weng (The Hong Kong University of Science and Technology (Guangzhou)); Jindong Han (Academy of Interdisciplinary Studies, The Hong Kong University of Science and Technology); Wenzhao Jiang (The Hong Kong University of Science and Technology (Guangzhou)); Hao Liu (The Hong Kong University of Science and Technology (Guangzhou))",https://doi.org/10.1145/3711896.3737119,The Hong Kong University of Science and Technology (Guangzhou); The Hong Kong University of Science and Technology; The Hong Kong University of Science and Technology (Guangzhou); The Hong Kong University of Science and Technology (Guangzhou)
Self-Regularization with Sparse Autoencoders for Controllable LLM-based Classification,"Xuansheng Wu (School of Computing, University of Georgia); Wenhao Yu (Seattle Lab, Tencent AI Lab); Xiaoming Zhai (AI4STEM Education Center, University of Georgia); Ninghao Liu (School of Computing, University of Georgia)",https://doi.org/10.1145/3711896.3737120,"School of Computing, University of Georgia; Seattle Lab, Tencent AI Lab; AI4STEM Education Center, University of Georgia; School of Computing, University of Georgia"
Self-Supervised Continual Graph Learning via Adaptive Spaced Replay on Node Proxies,"Zhen Peng (School of Computer Science and Technology, Xi’an Jiaotong University); Xu Hua (School of Computer Science and Technology, Xi’an Jiaotong University); Jingchen Hao (School of Computer Science and Technology, Xi’an Jiaotong University); Qika Lin (Saw Swee Hock School of Public Health, National University of Singapore); Bo Dong (School of Distance Education, Xi’an Jiaotong University); Chao Shen (School of Cyber Science and Engineering, Xi’an Jiaotong University)",https://doi.org/10.1145/3711896.3737121,"School of Computer Science and Technology, Xi’an Jiaotong University; School of Computer Science and Technology, Xi’an Jiaotong University; School of Computer Science and Technology, Xi’an Jiaotong University; Saw Swee Hock School of Public Health, National University of Singapore; School of Distance Education, Xi’an Jiaotong University; School of Cyber Science and Engineering, Xi’an Jiaotong University"
Self-Tuning Self-Supervised Image Anomaly Detection,"Jaemin Yoo (School of Electrical Engineering, KAIST); Lingxiao Zhao (Mistral AI); Leman Akoglu (Heinz College, Carnegie Mellon University)",https://doi.org/10.1145/3711896.3737122,"School of Electrical Engineering, KAIST; Mistral AI; Heinz College, Carnegie Mellon University"
Semantics-Aware Patch Encoding and Hierarchical Dependency Modeling for Long-Term Time Series Forecasting,"Sijia Peng (Shanghai Key Lab of Data Science, College of Computer Science and Artificial Intelligence, Fudan University); Yun Xiong (Shanghai Key Lab of Data Science, College of Computer Science and Artificial Intelligence, Fudan University); Yangyong Zhu (Shanghai Key Lab of Data Science, College of Computer Science and Artificial Intelligence, Fudan University,Shanghai Data Research Institute); Zhiqiang Shen (Machine Learning Department, Mohamed bin Zayed University of Artificial Intelligence)",https://doi.org/10.1145/3711896.3737123,"Shanghai Key Lab of Data Science, College of Computer Science and Artificial Intelligence, Fudan University; Shanghai Key Lab of Data Science, College of Computer Science and Artificial Intelligence, Fudan University; Shanghai Key Lab of Data Science, College of Computer Science and Artificial Intelligence, Fudan University, Shanghai Data Research Institute; Machine Learning Department, Mohamed bin Zayed University of Artificial Intelligence"
Separating Graph Generative Models via Degree Distributions,Daniel Alabi (University of Illinois Urbana-Champaign); Dimitris Kalimeris (Meta),https://doi.org/10.1145/3711896.3737124,University of Illinois Urbana-Champaign; Meta
SepDiff: Self-Encoding Parameter Diffusion for Learning Latent Semantics,"Zhangkai Wu (Macquarie University,University of Technology Sydney); Xuhui Fan (Macquarie University); Jin Li (University of Technology Sydney); Zhilin Zhao (Sun Yat-Sen University); Hui Chen (Macquarie University); Longbing Cao (Macquarie University)",https://doi.org/10.1145/3711896.3737125,Macquarie University; Macquarie University; University of Technology Sydney; Sun Yat-Sen University; Macquarie University; Macquarie University
SGD-DyG: Self-Reliant Global Dependency Apprehending on Dynamic Graphs,"Minglian Han (College of Computer and Information Science, Southwest University); Ling Wang (School of Computer Science and Technology, Chongqing University of Posts and Telecommunications); Ye Yuan (College of Computer and Information Science, Southwest University); Xin Luo (College of Computer and Information Science, Southwest University)",https://doi.org/10.1145/3711896.3737126,"College of Computer and Information Science, Southwest University; School of Computer Science and Technology, Chongqing University of Posts and Telecommunications; College of Computer and Information Science, Southwest University; College of Computer and Information Science, Southwest University"
Shapley Value-driven Data Pruning for Recommender Systems,Yansen Zhang (City University of Hong Kong); Xiaokun Zhang (City University of Hong Kong); Ziqiang Cui (City University of Hong Kong); Chen Ma (City University of Hong Kong),https://doi.org/10.1145/3711896.3737127,City University of Hong Kong
SIGEM: A Simple yet Effective Similarity based Graph Embedding Method,"Masoud Reyhani Hamedani (Institution for Artificial Intelligence Research, Hanyang University); Jeong-Seok Oh (Department of Artificial Intelligence, Hanyang University); Seong-Un Cho (Department of Computer and Software, Hanyang University); Sang-Wook Kim (Department of Computer Science, Hanyang University)",https://doi.org/10.1145/3711896.3737128,Hanyang University
SILO: Semantic Integration for Location Prediction with Large Language Models,"Tianao Sun (School of Software, Shandong University); Meng Chen (School of Software, Shandong University); Bowen Zhang (College of Big Data and Internet, Shenzhen Technology University); Genan Dai (College of Big Data and Internet, Shenzhen Technology University); Weiming Huang (School of Geography, University of Leeds); Kai Zhao (AI Lab, Walmart AI)",https://doi.org/10.1145/3711896.3737129,"School of Software, Shandong University; School of Software, Shandong University; College of Big Data and Internet, Shenzhen Technology University; College of Big Data and Internet, Shenzhen Technology University; School of Geography, University of Leeds; AI Lab, Walmart AI"
Simple yet Effective Graph Distillation via Clustering,Yurui Lai (Hong Kong Baptist University); Taiyan Zhang (ShanghaiTech University); Renchi Yang (Hong Kong Baptist University),https://doi.org/10.1145/3711896.3737130,Hong Kong Baptist University; ShanghaiTech University; Hong Kong Baptist University
SlotPi: Physics-informed Object-centric Reasoning Models,"Jian Li (Gaoling School of Artificial Intelligence, Renmin University of China); Han Wan (Gaoling School of Artificial Intelligence, Renmin University of China); Ning Lin (Gaoling School of Artificial Intelligence, Renmin University of China); Yu-Liang Zhan (Gaoling School of Artificial Intelligence, Renmin University of China); Ruizhi Chengze (Huawei Technologies Ltd.); Haining Wang (Huawei Technologies Ltd.); Yi Zhang (Huawei Technologies Ltd.); Hongsheng Liu (Huawei Technologies Ltd.); Zidong Wang (Huawei Technologies Ltd.); Fan Yu (Huawei Technologies Ltd.); Hao Sun (Gaoling School of Artificial Intelligence, Renmin University of China)",https://doi.org/10.1145/3711896.3737131,"Gaoling School of Artificial Intelligence, Renmin University of China; Gaoling School of Artificial Intelligence, Renmin University of China; Gaoling School of Artificial Intelligence, Renmin University of China; Gaoling School of Artificial Intelligence, Renmin University of China; Huawei Technologies Ltd.; Huawei Technologies Ltd.; Huawei Technologies Ltd.; Huawei Technologies Ltd.; Huawei Technologies Ltd.; Huawei Technologies Ltd.; Gaoling School of Artificial Intelligence, Renmin University of China"
Spatial Hierarchical Meta-Learning for Single-Point Map Matching,Sijie Ruan (Beijing Institute of Technology); Yiqing Zou (Beijing Institute of Technology); Qianyu Yang (Beijing Institute of Technology); Haoyu Han (Beijing Institute of Technology); Yeting Zhang (Beijing Institute of Technology); Ziqiang Yuan (Beijing Institute of Technology); Hanning Yuan (Beijing Institute of Technology); Shuliang Wang (Beijing Institute of Technology),https://doi.org/10.1145/3711896.3737133,Beijing Institute of Technology
Spectral Survival Analysis,Chengzhi Shi (Northeastern University); Stratis Ioannidis (Northeastern University),https://doi.org/10.1145/3711896.3737134,Northeastern University
SSD-TS: Exploring the potential of linear state space models for diffusion models in time series imputation,"Hongfan Gao (East China Normal University); Wangmeng Shen (East China Normal University); Xiangfei Qiu (East China Normal University); Ronghui Xu (East China Normal University); Bin Yang (East China Normal University); Jilin Hu (East China Normal University,Engineering Research Center of Blockchain Data Management (East China Normal University), Ministry of Education)",https://doi.org/10.1145/3711896.3737135,East China Normal University; East China Normal University; East China Normal University; East China Normal University; East China Normal University; East China Normal University
STARLINE: Contrastive Learning with Modality-Aware Graph Refinement for Effective Multimedia Recommendation,Taeri Kim (Hanyang University); Sohee Ban (Hanyang University); Hyunjoon Kim (Hanyang University); Sang-Wook Kim (Hanyang University),https://doi.org/10.1145/3711896.3737136,Hanyang University
Stochastic Diffusion: A Diffusion Based Model for Stochastic Time Series Forecasting,"Yuansan Liu (School of Computing and Information Systems, The University of Melbourne); Sudanthi Wijewickrema (Department of Surgery (Otolaryngology), The University of Melbourne); Dongting Hu (School of Mathematics and Statistics, The University of Melbourne); Christofer Bester (Department of Surgery (Otolaryngology), The University of Melbourne); Stephen O’Leary (Department of Surgery (Otolaryngology), The University of Melbourne); James Bailey (School of Computing and Information Systems, The University of Melbourne)",https://doi.org/10.1145/3711896.3737137,"School of Computing and Information Systems, The University of Melbourne; Department of Surgery (Otolaryngology), The University of Melbourne; School of Mathematics and Statistics, The University of Melbourne; Department of Surgery (Otolaryngology), The University of Melbourne; Department of Surgery (Otolaryngology), The University of Melbourne; School of Computing and Information Systems, The University of Melbourne"
Structure-Enhanced Protein Instruction Tuning: Towards General-Purpose Protein Understanding with LLMs,"Wei Wu (School of Artificial Intelligence and Data Science, University of Science and Technology of China); Chao Wang (School of Artificial Intelligence and Data Science, University of Science and Technology of China); Liyi Chen (School of Artificial Intelligence and Data Science, University of Science and Technology of China); Mingze Yin (College of Computer Science and Technology, Zhejiang University); Yiheng Zhu (College of Computer Science and Technology, Zhejiang University); Kun Fu (Alibaba Cloud Computing); Jieping Ye (Alibaba Cloud Computing); Hui Xiong (Thrust of Artificial Intelligence, The Hong Kong University of Science and Technology (Guangzhou),Department of Computer Science and Engineering, The Hong Kong University of Science and Technology); Zheng Wang (Alibaba Cloud Computing)",https://doi.org/10.1145/3711896.3737138,"School of Artificial Intelligence and Data Science, University of Science and Technology of China; School of Artificial Intelligence and Data Science, University of Science and Technology of China; School of Artificial Intelligence and Data Science, University of Science and Technology of China; College of Computer Science and Technology, Zhejiang University; College of Computer Science and Technology, Zhejiang University; Alibaba Cloud Computing; Alibaba Cloud Computing; Thrust of Artificial Intelligence, The Hong Kong University of Science and Technology (Guangzhou); Department of Computer Science and Engineering, The Hong Kong University of Science and Technology; Alibaba Cloud Computing"
Surface-based Molecular Design with Multi-modal Flow Matching,"Fang Wu (Stanford University); Zhengyuan Zhou (University of California, San Diego); Shuting Jin (Wuhan University of Science and Technology); xiangxiang Zeng (Hunan University); Jure Leskovec (Stanford University); Jinbo Xu (MoleculeMind)",https://doi.org/10.1145/3711896.3737139,"Stanford University; University of California, San Diego; Wuhan University of Science and Technology; Hunan University; Stanford University; MoleculeMind"
SurvUnc: A Meta-Model Based Uncertainty Quantification Framework for Survival Analysis,Yu Liu (University of Oxford); Weiyao Tao (University of Oxford); Tong Xia (University of Cambridge); Simon Knight (University of Oxford); Tingting Zhu (University of Oxford),https://doi.org/10.1145/3711896.3737140,University of Oxford; University of Oxford; University of Cambridge; University of Oxford; University of Oxford
Swarm Intelligence in Geo-Localization: A Multi-Agent Large Vision-Language Model Collaborative Framework,"Xiao Han (Department of Data Science, City University of Hong Kong,College of Computer Science & Technology, Zhejiang University of Technology); Chen Zhu (University of Science and Technology of China); Hengshu Zhu (Computer Network Information Center, Chinese Academy of Sciences,University of Chinese Academy of Sciences); Xiangyu Zhao (Department of Data Science, City University of Hong Kong)",https://doi.org/10.1145/3711896.3737141,City University of Hong Kong; University of Science and Technology of China; Chinese Academy of Sciences; City University of Hong Kong
SwitchTop-$k$: Scaling Top-$k$ Compression on Programmable Switches,Yijun Li (Central South University); Jiawei Huang (Central South University); Jingling Liu (Central South University); Zhaoyi Li (Central South University); Wanchun Jiang (Central South University); Jianxin Wang (Central South University),https://doi.org/10.1145/3711896.3737142,Central South University
Tackling Federated Long-Tailed Learning via Synthetic Feature-Based Decoupled Training,"Huabin Zhu (School of Software Technology, Zhejiang University); Chaochao Chen (College of Computer Science and Technology, Zhejiang University); Xinting Liao (College of Computer Science and Technology, Zhejiang University); Pengyang Zhou (College of Computer Science and Technology, Zhejiang University); Xiaolin Zheng (College of Computer Science and Technology, Zhejiang University)",https://doi.org/10.1145/3711896.3737143,"School of Software Technology, Zhejiang University; College of Computer Science and Technology, Zhejiang University"
Tackling Size Generalization of Graph Neural Networks on Biological Data from a Spectral Perspective,Gaotang Li (University of Illinois Urbana-Champaign); Danai Koutra (University of Michigan – Ann Arbor); Yujun Yan (Dartmouth College),https://doi.org/10.1145/3711896.3737144,University of Illinois Urbana-Champaign; University of Michigan – Ann Arbor; Dartmouth College
TAG2M- A Task-Agnostic Knowledge Distillation Framework for Distilling GNN to MLP,"Ram Ganesh V (AI Garage, MasterCard); Ayush Singh (Mathematics, Indian Institute of Technology Delhi); Aditi Rai (AI Garage, Mastercard); Harsh Pal (AI Garage, Mastercard); Deepanshu Deepanshu (AI Garage, Mastercard ); Akshay Sethi (AI Garage, Mastercard ); Aakarsh Malhotra (AI Garage, Mastercard); Sayan Ranu (Computer Science & Engineering, Indian Institute of Technology Delhi)",https://doi.org/10.1145/3711896.3737145,"AI Garage, Mastercard; Indian Institute of Technology Delhi"
Taming Recommendation Bias with Causal Intervention on Evolving Personal Popularity,"Shiyin Tan (Department of Information and Communications Engineering, Institute of Science Tokyo); Dongyuan Li (Center for Spatial Information Science, The University of Tokyo); Renhe Jiang (The University of Tokyo); Zhen Wang (Information and Communications Engineering, Institute of Science Tokyo); Xingtong Yu (School of Computing and Information System, Singapore Management University); Manabu Okumura (Institute of Integrated Research, Institute of Science Tokyo)",https://doi.org/10.1145/3711896.3737146,"Department of Information and Communications Engineering, Institute of Science Tokyo; Center for Spatial Information Science, The University of Tokyo; The University of Tokyo; Institute of Science Tokyo; School of Computing and Information System, Singapore Management University; Institute of Integrated Research, Institute of Science Tokyo"
TarDiff: Target-Oriented Diffusion Guidance for Synthetic Electronic Health Record Time Series Generation,Bowen Deng (Peking University); Chang Xu (Microsoft Research); Hao Li (University of Manchester); Yu-hao Huang (Nanjing University); Min Hou (Hefei University of Technology); Jiang Bian (Microsoft Research Asia),https://doi.org/10.1145/3711896.3737147,Peking University; Microsoft Research; University of Manchester; Nanjing University; Hefei University of Technology; Microsoft Research Asia
Task Negative Sampling Enhanced Graph Few-shot Learning,"Chenxu Wang (School of Software Engineering, Xi’an Jiaotong University); Jinfeng Chen (School of Software Engineering, Xi’an Jiaotong University); Junzhou Zhao (Xi’an Jiaotong University); Pinghui Wang (Xi’an Jiaotong University)",https://doi.org/10.1145/3711896.3737148,"School of Software Engineering, Xi’an Jiaotong University"
TempASD: Temporal Anomalous Subgraph Discovery in Large-Scale Dynamic Financial Networks,"Xiaolin Han (School of Computer Science, Northwestern Polytechnical University); Yikun Zhang (School of Computer Science, Northwestern Polytechnical University); Chenhao Ma (School of Data Science, The Chinese University of Hong Kong, Shenzhen); Lingyun Song (School of Computer Science, Northwestern Polytechnical University); Reynold Cheng (School of Computing and Data Science, The University of Hong Kong); Xuequn Shang (School of Computer Science, Northwestern Polytechnical University)",https://doi.org/10.1145/3711896.3737149,"School of Computer Science, Northwestern Polytechnical University; School of Data Science, The Chinese University of Hong Kong, Shenzhen; School of Computer Science, Northwestern Polytechnical University; School of Computing and Data Science, The University of Hong Kong"
Temporal Restoration and Spatial Rewiring for Source-Free Multivariate Time Series Domain Adaptation,"Peiliang Gong (Nanjing University of Aeronautics and Astronautics); Yucheng Wang (Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR),Nanyang Technological University); Min Wu (Institute for Infocomm Research, Agency for Science and Technology and Research (A*STAR)); Zhenghua Chen (Institute for Infocomm Research, Agency for Science and Technology and Research (A*STAR),Centre for Frontier AI Research, Agency for Science and Technology and Research (A*STAR)); Xiaoli Li (Institute for Infocomm Research, Agency for Science and Technology and Research (A*STAR),Centre for Frontier AI Research, Agency for Science and Technology and Research (A*STAR)); Daoqiang Zhang (Nanjing University of Aeronautics and Astronautics)",https://doi.org/10.1145/3711896.3737150,"Nanjing University of Aeronautics and Astronautics; Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR); Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR); Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR); Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR); Nanjing University of Aeronautics and Astronautics"
A Two-Stage Pretraining-Finetuning Framework for Treatment Effect Estimation with Unmeasured Confounding,"Chuan Zhou (Peking University,MBZUAI); Yaxuan Li (Peking University); Chunyuan Zheng (Peking University,MBZUAI); Haiteng Zhang (Academy of Mathematics and Systems Science, Chinese Academy of Sciences,MBZUAI); Min Zhang (East China Normal University,MBZUAI); Haoxuan Li (Peking University,MBZUAI); Mingming Gong (The University of Melbourne,MBZUAI)",https://doi.org/10.1145/3690624.3709161,Peking University; MBZUAI; Chinese Academy of Sciences; East China Normal University; The University of Melbourne
Learnable Prompt as Pseudo-Imputation: Rethinking the Necessity of Traditional EHR Data Imputation in Downstream Clinical Prediction,"Weibin Liao (School of Computer Science, Peking University,Key Laboratory of High Confidence Software Technologies, Ministry of Education); Yinghao Zhu (National Engineering Research Center for Software Engineering, Peking University); Zhongji Zhang (School of Software and Microelectronics, Peking University,Key Laboratory of High Confidence Software Technologies, Ministry of Education); Yuhang Wang (School of Software and Microelectronics, Peking University,Key Laboratory of High Confidence Software Technologies, Ministry of Education); Zixiang Wang (School of Software and Microelectronics, Peking University,Key Laboratory of High Confidence Software Technologies, Ministry of Education); Xu Chu (School of Computer Science, Peking University,Center on Frontiers of Computing Studies, Peking University); Yasha Wang (National Engineering Research Center for Software Engineering, Peking University,Key Laboratory of High Confidence Software Technologies, Ministry of Education); Liantao Ma (National Engineering Research Center for Software Engineering, Peking University,Key Laboratory of High Confidence Software Technologies, Ministry of Education)",https://doi.org/10.1145/3690624.3709166,Peking University; National Engineering Research Center for Software Engineering
HeavyLocker: Lock Heavy Hitters in Distributed Data Streams,Qilong Shi (Tsinghua University); Xirui Li (Tsinghua University); Hanyue Zheng (Peking University); Tong Yang (Peking University); Yangyang Wang (Tsinghua University); Mingwei Xu (Tsinghua University),https://doi.org/10.1145/3690624.3709167,Tsinghua University; Peking University
Reasoning-Enhanced Object-Centric Learning for Videos,Jian Li (Renmin University of China); Pu Ren (Northeastern University); Yang Liu (University of Chinese Academy of Sciences); Hao Sun (Renmin University of China),https://doi.org/10.1145/3690624.3709168,Renmin University of China; Northeastern University; University of Chinese Academy of Sciences
Understanding the Effect of Loss Functions on the Generalization of Recommendations,"Yuanhao Pu (University of Science and Technology of China,State Key Laboratory of Cognitive Intelligence); Defu Lian (University of Science and Technology of China,State Key Laboratory of Cognitive Intelligence); Xiaolong Chen (University of Science and Technology of China,State Key Laboratory of Cognitive Intelligence); Jin Chen (Hong Kong University of Science and Technology); Ze Liu (University of Science and Technology of China,State Key Laboratory of Cognitive Intelligence); Enhong Chen (University of Science and Technology of China,State Key Laboratory of Cognitive Intelligence)",https://doi.org/10.1145/3690624.3709169,University of Science and Technology of China; Hong Kong University of Science and Technology
Benchmarking Fraud Detectors on Private Graph Data,Alexander Goldberg (Carnegie Mellon University); Giulia Fanti (Carnegie Mellon University); Nihar Shah (Carnegie Mellon University); Steven Wu (Carnegie Mellon University),https://doi.org/10.1145/3690624.3709170,Carnegie Mellon University
MobileSteward: Integrating Multiple App-Oriented Agents with Self-Evolution to Automate Cross-App Instructions,"Yuxuan Liu (Gaoling School of Artificial Intelligence, Renmin University of China); Hongda Sun (Gaoling School of Artificial Intelligence, Renmin University of China); Wei Liu (Xiaomi AI Lab); Jian Luan (Xiaomi AI Lab); Bo Du (School of Computer Science, Wuhan University); Rui Yan (Gaoling School of Artificial Intelligence, Renmin University of China,School of Computer Science, Wuhan University)",https://doi.org/10.1145/3690624.3709171,Renmin University of China; Xiaomi AI Lab; Wuhan University
Denoising Programming Knowledge Tracing with a Code Graph-based Tuning Adaptor,"Weibo Gao (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Qi Liu (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China,Institute of Artificial Intelligence, Hefei Comprehensive National Science Center); Rui Li (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Yuze Zhao (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Hao Wang (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Linan Yue (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Fangzhou Yao (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Zheng Zhang (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China)",https://doi.org/10.1145/3690624.3709172,University of Science and Technology of China
Harnessing Scale and Physics: A Multi-Graph Neural Operator Framework for PDEs on Arbitrary Geometries,"Zhihao Li (The Hong Kong University of Science and Technology (Guangzhou)); Haoze Song (The Hong Kong University of Science and Technology (Guangzhou)); Di Xiao (Beihang University); Zhilu Lai (The Hong Kong University of Science and Technology (Guangzhou),The Hong Kong University of Science and Technology); Wei Wang (The Hong Kong University of Science and Technology (Guangzhou),The Hong Kong University of Science and Technology)",https://doi.org/10.1145/3690624.3709173,The Hong Kong University of Science and Technology (Guangzhou); Beihang University
The $k$-Trine Cohesive Subgraph and Its Efficient Algorithms,"Jinyu Duan (CIAT & Huangpu Research School, Guangzhou University); Haicheng Guo (CIAT & Huangpu Research School, Guangzhou University); Fan Zhang (CIAT & Huangpu Research School, Guangzhou University); Kai Wang (Antai College of Economics and Management, Shanghai Jiao Tong University); Zhengping Qian (Alibaba Cloud, Alibaba Group); Zhihong Tian (CIAT & Huangpu Research School, Guangzhou University)",https://doi.org/10.1145/3690624.3709174,Guangzhou University; Shanghai Jiao Tong University; Alibaba Cloud
Succinct Interaction-Aware Explanations,Sascha Xu (CISPA Helmholtz Center for Information Security); Joscha Cüppers (CISPA Helmholtz Center for Information Security); Jilles Vreeken (CISPA Helmholtz Center for Information Security),https://doi.org/10.1145/3690624.3709175,CISPA Helmholtz Center for Information Security
CSPI-MT: Calibrated Safe Policy Improvement with Multiple Testing for Threshold Policies,Brian Cho (Cornell University); Ana-Roxana Pop (Meta); Kyra Gan (Cornell University); Sam Corbett-Davies (Meta); Israel Nir (Meta); Ariel Evnine (Meta); Nathan Kallus (Cornell University & Netflix),https://doi.org/10.1145/3690624.3709176,Cornell University; Meta; Netflix
Efficient Large-Scale Traffic Forecasting with Transformers: A Spatial Data Management Perspective,"Yuchen Fang (University of Electronic Science and Technology of China); Yuxuan Liang (The Hong Kong University of Science and Technology (Guangzhou)); Bo Hui (Auburn University); Zezhi Shao (Institute of Computing Technology, Chinese Academy of Sciences); Liwei Deng (University of Electronic Science and Technology of China); Xu Liu (National University of Singapore); Xinke Jiang (Peking University); Kai Zheng (University of Electronic Science and Technology of China)",https://doi.org/10.1145/3690624.3709177,University of Electronic Science and Technology of China; The Hong Kong University of Science and Technology; Auburn University; Chinese Academy of Sciences; National University of Singapore; Peking University
Forward Once for All: Structural Parameterized Adaptation for Efficient Cloud-coordinated On-device Recommendation,"Kairui Fu (Zhejiang University); Zheqi Lv (Zhejiang University); Shengyu Zhang (Zhejiang University,Shanghai Institute for Advanced Study of Zhejiang University); Fan Wu (Shanghai Jiao Tong University); Kun Kuang (Zhejiang University)",https://doi.org/10.1145/3690624.3709178,Zhejiang University; Shanghai Jiao Tong University
Benchmarking and Defending against Indirect Prompt Injection Attacks on Large Language Models,Jingwei Yi (University of Science and Technology of China); Yueqi Xie (Hong Kong University of Science and Technology); Bin Zhu (Microsoft Corporation); Emre Kiciman (Microsoft Corporation); Guangzhong Sun (University of Science and Technology of China); Xing Xie (Microsoft Corporation); Fangzhao Wu (Microsoft Corporation),https://doi.org/10.1145/3690624.3709179,University of Science and Technology of China; Hong Kong University of Science and Technology; Microsoft
